row ID,row m/z,row retention time,202404241651_EB_dbgi_003163_01_01.mzML Peak area,202404241651_EB_dbgi_003169_01_02.mzML Peak area,202404241651_EB_dbgi_003173_01_01.mzML Peak area,202404241651_EB_dbgi_003186_01_01.mzML Peak area,202404241651_EB_dbgi_003190_01_01.mzML Peak area,202404241651_EB_dbgi_003194_02_01.mzML Peak area,202404241651_EB_dbgi_003200_01_01.mzML Peak area,202404241651_EB_dbgi_003206_01_01.mzML Peak area,202404241651_EB_dbgi_003210_02_01.mzML Peak area,202404241651_EB_dbgi_mapp_QC_01.mzML Peak area,202404241651_EB_dbgi_mapp_QC_02.mzML Peak area,202404241651_EB_dbgi_mapp_QC_03.mzML Peak area,202404241651_EB_dbgi_mapp_QC_04.mzML Peak area,202404241651_EB_dbgi_mapp_QC_05.mzML Peak area,202404241651_EB_dbgi_mapp_QC_06.mzML Peak area,202404241651_EB_dbgi_mapp_blk_01.mzML Peak area,202404241651_EB_dbgi_mapp_blk_02.mzML Peak area,202404241651_EB_dbgi_mapp_blk_post01.mzML Peak area,202404241651_EB_dbgi_mapp_blk_post02.mzML Peak area,202404241651_EB_dbgi_mapp_blk_post03.mzML Peak area,202404241651_EB_dbgi_mapp_blk_pre01.mzML Peak area,202404241651_EB_dbgi_mapp_blk_pre02.mzML Peak area,202404241651_EB_dbgi_mapp_blk_pre03.mzML Peak area,
1891,278.2476917044408,6.925682914285714,1410566.5815789823,338139.2105462874,1161804.760625218,1254595.0493867488,1077095.4059193677,1049634.8310212824,301842.36665513756,1473891.6535526777,1486518.4271734352,275012.8279397718,271983.78713097144,1300577.5998274765,261193.48690479383,281658.76236313925,276984.0393216574,63889.720799144634,58011.73940104064,1793.049389188892,516.3180200514853,566.4504988322996,6902.736157878064,0,0,
1892,459.1839193870907,2.937511478571428,2320.994514681088,261543.50941740078,967681.6222334497,0,76080.53083271127,131703.91720859698,18476.597060566346,19311.89929383396,531813.1556366147,254919.7104359995,250494.19444684562,247831.53158174932,268366.32323847,264280.56943656487,255431.18458974565,0,0,0,0,0,0,0,0,
1893,454.019063772713,2.28377312631579,29395.28092431453,526247.0051265217,944324.9007346121,138543.82323333924,147363.67245437083,0,0,7550.8080101368205,43230.621099917065,277761.2249271867,297180.7857528959,267171.4251012835,265083.12813148764,299998.65858219133,277975.21437679755,0,0,427.57089363282296,640.6157135222087,1234.825078732915,601.4510030778772,509.24131763377875,505.42533181970566,
1894,331.1539773547461,3.933726750000001,0,231258.94528697914,110794.5208584876,0,3536.8942017655904,81734.49204948916,10755.995312778754,143311.11790646455,1127661.701977077,209547.13905137609,181339.08373278726,176436.04526166923,172739.27093870944,166586.60762056615,173408.64469938396,0,0,0,0,0,0,544.7327761230533,0,
1895,673.3921798261682,4.780797157142857,13056.795820631853,234683.23863500307,138744.74585135258,17048.780487140615,54397.457062692476,79414.10099291526,959810.0811322454,342656.2435858566,0,199452.5593142281,176748.10320878366,183383.42373891757,182668.549767347,198706.80957141632,192230.38967942705,0,0,0,0,0,0,0,0,
1896,153.12730528816346,3.0800084782608694,403588.31568150845,349777.5902147222,1045728.9426575172,132702.25062234286,662731.1464289643,170587.76503918378,420189.968626544,579548.8873439612,443975.15094018023,512750.50761732826,468920.45429330977,472836.39359677164,469226.8707304934,512111.0539933701,502265.65824644995,1210.8899050693053,722.7647006835671,951.0862989437303,531.729331418694,1044.1611590247846,9063.169063030611,5205.115098713766,1313.0002102716219,
1897,583.4141504153629,7.599375299999998,1911145.1428118376,419485.7267812975,1023270.1079459047,1375800.1636014383,387078.60626702075,1198587.5486917752,1985515.2586748297,627843.6415528178,187944.12367038327,1828806.3617510085,1651149.992076159,1544450.3868247839,1184587.0624361704,335475.9581103335,883661.4423939366,0,0,1402.2124827539074,494.45416582762743,501.5219489142971,2797.6179426487797,541.7095880683514,0,
1898,275.0523626655039,0.82524097,53392.614512495515,1317520.3578568175,1389440.4564622492,22602.335720051964,32169.85657520551,199653.74541577528,1468904.6838580468,2908912.3635044005,871501.5472383103,955702.0509863651,787175.4256229867,783700.7337953247,884608.9724799998,801038.6722642151,850926.6939306479,0,0,0,0,0,0,0,0,
1899,252.10786327448764,1.9405864238095238,13124.491269312019,275227.27724753943,8963.528053871332,1715.5299071088964,1010.3818984409131,1986.5811625195076,5344.435148730505,35581.458574681004,2577786.634567089,263469.8777254094,277423.68799846916,270194.394276492,250957.54557152366,287886.5818939444,248177.21881671099,512.2269837410917,0,892.7001964797407,478.98073087391015,0,519.0112191247588,464.6884306289147,471.30925816478845,
1900,505.24167202137136,3.6542576583333326,0,211667.0669910471,9243.017496984541,7808.966201425763,334163.31486052636,0,63963.21196893743,8515.491618925702,0,48926.45926775645,34427.201470486056,29445.536830864818,34464.1962926338,42030.237040634485,30640.254234193377,0,0,0,0,0,0,0,0,
1901,388.1598746006785,2.0399492588235293,132617.52440434825,255488.43162809624,68028.72739020841,223646.66022915064,1424984.5760724843,1057071.7821871403,36230.438830939456,140089.82004970335,1320864.9218816673,457683.40354814165,519748.3042479251,531032.4078369706,492274.5142522034,556060.783637779,543083.0652617338,0,0,0,0,389.57188652783867,0,0,498.81808730565206,
1902,308.0908112743801,1.5522840333333334,2669703.0960407583,2028872.8469866589,317729.86078017205,2067919.825822733,608118.6101483442,1018272.4366255314,848960.884379039,541619.5557887398,575640.1378421955,1613636.083312733,1021675.8836728712,1157157.7611576684,639448.4672897578,989562.5508088177,1062712.2719838277,0,0,0,0,0,0,0,0,
1903,429.2097600383675,2.4444275909090916,205139.64115627794,403824.53678138787,1093417.3582088002,62296.65656790822,303344.48511285946,206622.82841483233,69949.90028599821,561497.095086141,435305.46565640415,209464.55696671855,287031.08507108706,164008.58396748512,263464.81367714016,150761.31137960756,289686.98921039415,0,454.7147955578701,5744.707193860853,4966.445051075284,2000.02868497704,697.1772122292438,2584.2372966796693,2564.5642998174794,
1904,636.4314755333794,9.5078304875,0,249266.40591397777,0,0,0,0,0,0,1348.295633077142,131223.80836762383,266539.76803782233,194190.5743558071,397827.7274203171,14304.673515649501,23743.573788700825,0,0,0,0,0,0,0,0,
1905,221.1899618326572,4.169667721739131,79974.65911232638,280424.7634541993,21466.371804415776,169448.32540148118,48493.22602942994,33093.67002508513,424766.85248037527,492441.02327103424,222569.00007897464,182348.135426262,161811.94687092147,166901.34094152495,161576.06269974014,178550.73592606524,177388.68127113272,3359.19712628059,2106.4482978742876,4092.0554417709523,5203.871587927028,2617.0581787801,4029.681055204418,2958.1457936366965,3095.534485017293,
1906,339.04799454300496,2.242637446666667,32150.450889834992,201991.6493078911,34739.582983975066,64090.22626372824,31082.738306991552,3191523.5602174397,2024696.7884375057,3466338.315694902,434299.73118112073,1115922.0544662164,1075941.6727796963,1205777.7929354392,950029.4623107951,995173.3674920647,1027143.0984239517,0,0,0,0,0,0,0,0,
1907,585.3604662512555,9.105144293333332,13637.804089965643,246230.49101935048,75268.5275974516,26024.646883894467,8553.542503859662,23260.530831263695,2943.6777136345904,6192.399538157311,85718.91576795623,59087.819951553975,185564.52107316113,190958.5649720217,209760.9513919654,220220.81263483243,236221.91259775442,0,0,0,0,0,0,0,0,
1908,331.1543735266605,2.7956383923076924,0,198026.75879719952,92437.14908230653,0,6459.019352944658,19072.02354957573,113426.76971129575,91885.32803010955,329307.8090609004,71051.66400698178,85090.7647275707,88150.00652756152,75315.9891308374,110820.32331058574,73081.23818966572,0,0,0,0,0,0,0,0,
1909,165.05472754772802,2.40884337826087,2.137174977437405E7,229894.1304680043,5.834711242237468E7,2.954703168872628E7,5.174118852640034E7,1936209.9440401671,378222.0620438582,791803.8414206317,8079685.062367724,2.215089707398911E7,2.1878702904823814E7,2.1957038243655127E7,3080561.8325127633,2833690.3068885906,2.2040974002014466E7,564.2300828452001,441.5128960814126,3240.8706049391067,2919.384389805906,2383.1248656694256,804.4415972446632,1159.5122898186228,938.1948668847479,
1910,213.18455363334385,3.4136702173913043,167927.61155285648,290713.47895950044,84062.33675534178,15737.326181987628,22095.126298922507,35956.53023560404,53528.54675887349,85504.2464189982,1938969.7743458943,319180.3765998088,216658.76532091695,350337.22643950034,298385.51141423394,339032.4929494855,342980.3519821839,531.1917644677701,584.1004088803886,399.10741762281464,528.1488872643943,1042.773655853022,9233.219424390367,2578.3712559037967,2670.8253538036756,
1911,434.27493423885767,3.2098175874999995,321292.5479737503,702987.1701934676,1125089.397893128,409703.5470220931,782189.873553388,313149.19080942083,265966.0229000094,623363.2402079727,500039.48022209137,936978.8709862141,969750.2548029807,422426.6197116822,971639.1129930632,417733.19249069586,932174.6903447384,0,0,0,0,0,0,443.2951078491127,0,
1912,455.15285651287434,2.3421716421052627,23469.1134471189,202678.15643065915,52353.54102142974,30481.581054477705,25502.579283111365,4061.094706051708,4345289.796256885,68838.62928790932,342673.1660012395,385713.9204821668,635253.8368198331,709439.2301636724,698727.7530810948,712853.6903651031,622001.8763513681,0,2536.8396625206383,509.9859223088531,407.49781045421804,560.4307719686187,0,0,0,
1913,348.2017354175011,11.070944391304346,902092.6370896841,1370511.539687112,513874.1020926501,426783.83446945576,889758.193633126,911298.3039168705,295677.4271737501,1232231.1490071118,494519.819250469,1484509.4139290706,1279282.7855237108,460160.73695320496,598558.9930178928,1345917.640834218,683264.1110610974,727858.691202185,557624.745356725,456676.2118577296,484636.68972750416,1873217.0761497726,423205.28933203244,1002755.9403600033,1062073.4764954671,
1914,411.1776956584718,3.6250064875,28556.395864201924,231315.7629546851,248980.99921013703,46805.03061745911,12311.437537107391,76503.55899040481,77869.88084090025,376357.142139211,11238.48741472267,135984.69481241296,122403.45468142959,115064.42483744626,114512.88684323432,149922.40973288676,95557.41995056569,0,0,0,0,376.46130595934824,0,0,0,
1915,474.2337645616171,3.9877451133333333,896.7928524375004,208929.19652305535,22586.52762410581,885.6845597043699,1162.5751516288383,389801.1788281189,6239.932136191417,61752.55980627518,1930.7763891475151,262045.56531470292,263307.28409887967,256512.85130804608,245588.73805986636,269209.91352114384,246645.6975619825,0,0,0,0,0,0,0,0,
1916,393.1153512748897,2.3174979125,45043.37945051432,156432.50752283254,1879548.9746742265,24263.822369040652,175047.28350413608,932713.4829240906,197565.8097502729,97448.11790793727,49906.18611701984,629353.8081982897,546308.2009529204,478924.285209634,512249.87084193295,543702.6687232468,514777.77928402217,0,446.6170445273548,0,0,0,0,0,0,
1917,390.2488461105157,3.8925167411764705,30224.78404149231,208267.84263508389,7753480.2960424805,57309.60399160866,95042.71253752783,5925.175806858349,11853.986752586396,54871.41197337877,6760.168157859271,760996.4032845173,750781.8843975558,768542.117332405,694062.5331052506,728961.9338560331,757390.4238255741,477.62486384763247,0,380.27578997130627,0,0,0,0,0,
1918,327.20139796631713,2.490294695652174,138394.33470114818,206538.9070077424,65074.20260917255,153673.92584205937,164257.12417015136,95624.31984725257,342568.4279692599,160766.36735418846,78885.10412406946,106585.94468449595,94922.6388710045,105484.99405600934,93309.35978909655,97468.46144599344,105834.76993697522,76770.81368458505,74175.92196756444,95908.31836059822,92992.57651771321,84678.53910247197,115336.23419569316,96477.6442053276,95885.73830547757,
1919,351.1072866019328,4.749966400000001,0,246807.503123526,1098860.928039796,0,0,0,0,0,0,366410.6008180356,383895.605917948,352270.8394683,371738.448046329,366985.8446512078,352180.33650008595,0,0,0,0,415.5546881103565,0,0,0,
1920,414.3577395551693,9.417154986956522,59575.73985654451,252484.35078958364,318363.8564034489,42312.835728019534,45652.07467504659,691271.6690033252,475793.59265741747,188221.71392082464,791416.5120311686,291047.9527282148,335302.5583571678,339317.811768307,336220.76532587945,331107.78996446746,318887.67103764333,607.3376213378979,870.2601027428581,1019.5153069672057,735.8464698266225,760.1840518212473,25455.3922206708,1021.0677891767011,815.0597622070409,
1921,219.10143744292085,3.6349578650000005,1553.8022665913345,232058.87600167972,2692162.932642986,4608.356993403811,2857.503998129864,20714.264981585336,15565.624324934326,336921.9449681645,7372.681434374967,281020.5960638423,231925.03088229135,243918.94520442057,243879.27449880136,294873.9131030503,239125.05753849522,454.8034044492101,523.631949960564,0,0,0,2116.38244400468,505.89276086426383,564.9949300641911,
1922,147.043911306789,3.651837647826088,113789.44314730699,218495.25500147336,494120.4810079311,90971.13572957841,144581.31485886304,82860.32835893526,8388146.128562316,664810.9701361258,68826.41642022636,869384.4718245916,846766.0618852387,882294.9193865889,852827.5636143197,928062.2979555334,933125.2769857242,4474.959489274708,9938.890015522644,4232.9279437647265,2246.6267400600723,5409.937105658892,43047.32780081406,37367.159463471806,2114.963972618041,
1923,439.1953690615567,3.791990473333333,62457.0463849512,225902.76773927396,83101.64016402583,4802.452758855437,53472.831928382504,898288.3254760231,53013.699862549925,9051.63534302355,140434.3734269788,69159.09467315616,134428.7173109335,137081.4801985076,117121.85643315318,129238.38441719867,115382.25113819905,0,0,0,0,0,0,0,0,
1924,597.2294960817783,3.4101216785714286,4193.596102242123,509748.98909875617,856299.2614240099,0,14677.474176615144,713773.6658330513,554735.1751217562,489089.0729411248,55759.46327913271,435996.1580619199,343531.35694592295,356553.5089948586,467581.15371504903,309683.5493255729,354981.5876234218,0,0,0,0,0,0,0,0,
1925,633.1425413353139,3.154445273333333,30695.44434155875,167403.3826552081,8142318.432690172,23723.046979489685,33786.45434311956,6475.554423764607,53805.12809556966,1352674.7550305864,39894.150572665894,2793380.920946232,3018364.2989179995,2835157.8773528715,2633886.8212248716,2569644.0171292303,2632118.7684274893,0,0,0,0,0,0,0,0,
1926,439.2302519673049,3.6436452066666676,165344.22501781516,450025.9415919778,164272.78263654592,467224.0825734596,1209154.7503919287,100828.639349964,1276252.467054529,273700.00431234663,450651.1623855124,256907.0708244723,220519.7922295899,186967.18040203047,239792.7349437555,246009.70720718015,282754.31100677204,0,0,0,0,0,0,0,0,
1927,413.08397729606685,1.8875784533333335,23411.110167045415,195172.3967634788,6045.621179619093,49567.682404700725,153800.6197583024,149121.3637246995,581824.5466725299,1274469.7662691127,2800.3244452470703,265451.10791867547,252067.68092250032,254683.6503516793,248237.42463375023,257647.35417955095,257158.37488713837,0,0,0,0,0,0,0,0,
1928,210.06065830264805,1.020106486521739,899551.9132989674,798060.5255236875,315295.20439593296,1959651.6170670001,1166560.3982575359,1262192.397159334,2119686.687444543,3024391.605632906,991721.2725073034,348985.3818979225,711506.4119062688,2109483.5233658105,1288289.761625344,1033227.0807290296,270433.93604708434,745.6374957077621,669.3343768081088,1697.367081379323,597.4865261828645,566.9148039536128,3164.4538441559953,1895.700128850572,2462.9231378964814,
1929,326.2173276944594,2.01015795625,116334.5558253931,176183.62654153063,63121.83551409985,12567.181977207332,51799.81063853666,76616.20996618966,785717.0480267279,567031.9956688487,52502.03206238653,122664.89678756175,145583.5511171249,138402.95695546796,124990.19539356542,143705.7928708951,141162.49212445886,0,0,0,0,0,0,0,412.58551318359866,
1930,278.2477068120037,6.759080157142857,2374074.865298173,292456.5763387797,1906065.674736042,2218645.1992153376,1884354.222140434,1625471.1500958316,2284516.822811024,1781665.1075686952,1778914.6457736127,2124612.4679217273,2169686.9961399944,2148653.7879940653,2060929.0730771024,2215090.5421155826,2121888.4343175176,366945.55506321235,327208.1649936764,1836.3851513033378,442.09855372048014,681.7103928222072,11969.748102497857,0,0,
1931,459.1839936644539,2.6808012133333334,56395.85656899755,221176.8011547359,1819409.7108340887,7519.659207632773,36201.83204143041,183549.70736807585,21225.07461322254,98016.0356316594,1063532.677029227,537120.2697552321,552688.3202932706,563475.3240486982,257595.31528112688,376092.8133200157,378202.40371497074,0,0,0,0,0,0,0,0,
1932,310.20087728962363,4.1177926904761915,68764.81067126658,180529.86471315948,655922.0607447656,129666.54224376354,31875.336037860074,51916.938591510465,5106.712848256438,14865.840363410387,59178.230055147775,127454.90375190253,119315.75947555831,127917.68938475437,120814.5428329693,124252.25505968978,134224.26506625474,523.4218366731728,604.7888626845588,631.0374975746951,0,0,28509.16060909829,2295.0731685773335,1116.150685100788,
1933,366.17616042494774,3.61172204375,2382.986668740223,169792.24767069297,1096321.005001704,4432.902501561028,20007.212377929307,117045.28332596521,0,328782.8266232588,31656.281336351156,198100.9499828796,199876.02103941745,199158.95872043257,186296.65448518354,196917.75118517538,180798.69458149088,0,0,552.0941208105435,517.755264038092,0,0,0,0,
1934,284.133880851052,0.9392206813636363,114505.33790443974,1196416.8207566615,420713.828257801,294300.98677982757,183083.42335247857,256831.94578035534,2685208.7737117824,131269.10349990273,28546.88846807838,665649.5022219691,655907.3817027532,622473.4895244029,638290.6594596335,601320.975018361,604934.5934600729,0,565.2225140903653,1991.6540559041741,5095.651305668776,6244.362869459252,3771.1493938275053,10487.236782098518,2138.5156731607854,
1935,247.13251895082604,4.106822500000001,61783.63330549006,177701.1289402455,899336.0872222076,116525.65948574813,35951.68313794677,51887.30684187363,7546.918266022113,13246.643914536202,91357.458110673,155901.0203155681,161739.64503101457,155530.58241549655,144736.0454124732,171835.13425008865,151891.82633992852,420.5273404541066,513.0807460565181,0,455.02338164610956,372.0181530761581,3244.225114581317,612.9565865427508,518.6930686029316,
1936,121.06495343481807,1.0192456460869566,3168.7204195759323,988474.9661784812,4853.9315070660505,2473.427500138487,3152.775134249273,1276698.9950170515,43036.69806635153,5798.99516025412,8548744.529752964,1488669.6181971158,1397864.335173014,1343786.6776036702,1253292.6454059866,1496137.4363582428,1463093.78191947,2568.6046942880907,16689.094238448048,26478.8930831602,71383.4862428291,45745.90122236368,43528.53560695017,56210.02831359386,23761.458266941394,
1937,205.09681556954132,2.0565219434782605,3978032.3460701746,539527.2295039736,1899264.4006845702,1270449.9833188024,3894265.9590780213,2477858.9675742816,2446987.937704857,3504783.286175143,1738376.6417769848,442013.1133477909,3061661.978705198,3110579.2319372217,2877333.4210747816,274970.0918909638,2995636.319165733,1685.814825700582,30219.247631848473,28850.568488777353,19375.593390660673,4212.6545279972015,7993.546832636081,20341.913832186037,12844.660479010254,
1938,427.19435821246435,2.37851764375,407961.1731079447,460889.78637814353,788989.8797431304,59647.11780565563,277061.60348237935,189386.5945319548,109269.1300789102,728667.8839881042,21641.11517910936,656087.8918741536,602462.1169183061,543542.0038634541,496089.05725816917,560218.3892411187,529305.0922191106,0,0,406.7309680100094,0,0,0,0,0,
1939,397.1641113303268,3.826339533333333,83944.4413196011,321547.38844749576,384366.9274837266,35686.06972499904,151018.25061899316,124527.43502739305,168285.79268248292,418034.24924875656,645967.8366420108,324273.40907681483,142632.090580664,277804.50862155523,185285.16223085896,302478.8618765508,276295.91419726773,0,0,0,0,0,0,0,0,
1940,177.1634885846468,3.4131184636363643,538960.3285045502,253455.03728818987,89729.48229442793,10717.445635692551,28123.638433662578,24906.920751149388,9536.693692177694,49597.82588765359,1994785.6719396703,221616.65232494444,323592.75294833985,307508.8147333829,326126.49458915496,347399.8004473823,337920.0606931017,468.4734492956454,0,404.68959010325864,1035.7393976535602,464.9643231654167,679.8045002431745,526.7941900634828,1682.1037500420935,
1941,333.1521638885377,2.3101182437500003,121065.33636666756,344762.22592937085,222857.72520910556,28470.75708114836,460986.8421779839,584799.2964598014,1069453.475250418,480108.4903843581,345972.3134471727,331345.47125163197,378106.81750050373,177032.75563531613,296892.2778457498,392105.8769670932,118765.01140520966,0,0,0,0,0,629.6885751423529,0,0,
1942,411.09764768402783,1.3797205466666669,1495199.7883133476,1160490.9364473976,399674.9334501095,922687.0582427941,1131722.3291760592,4108491.737121183,4634637.69271807,3285267.5805718135,317711.6888575548,1774621.2159219366,917932.0850503116,3858481.351777291,1791080.2949534077,1972371.5308893747,988793.1957906554,0,0,0,0,0,0,0,0,
1943,727.2089140165696,2.9576834400000003,0,149556.6045221484,0,0,0,0,0,576410.4050627425,0,78299.5356581312,91291.28557275484,90307.23051787705,89079.76607449351,89163.31039737604,83791.6180243169,0,0,0,0,483.95901708982586,0,0,524.5927284147945,
1944,479.1888560576955,3.779896364285714,5426.87826284981,178452.52462604237,130831.52140306731,690.7243995769088,13677.093529133084,2437908.34527346,0,29190.89914398039,1790.756475087912,217316.6928763583,235141.07585021816,227359.26464025764,208105.2791560268,210056.04531355714,180644.37099359574,0,0,0,0,0,0,0,0,
1945,241.1544693787471,1.136175804347826,9125331.99915762,1229947.3269929527,511253.59375903144,1.091608628633311E7,3336873.044096747,998482.8631192616,1828211.3086543216,675760.3416930059,2278573.639803375,2834321.896059798,2179883.6302354694,2947964.8506807582,2005013.774114297,2116939.607954416,3103320.349593984,545.7407676218297,580.9420148774304,739.4892165527251,537.8166889965855,693.5502781428261,680.8267331323193,1956.2951331035072,1392.505899115717,
1946,257.06318427005533,1.9583139538461543,929.9635025522396,177736.859485266,8031.748419789552,0,0,1061.211267606449,4485.137655944795,12945.705587094806,3565002.3181616487,273310.5104651125,290104.34487968014,296808.0329876012,262423.6551413556,263585.89045753056,258593.5509763359,0,0,0,0,0,0,0,0,
1947,453.1176855625251,3.4127672923076924,22793.932924534944,251334.29874794537,323466.18727054825,0,10536.064594057616,762075.2728971526,0,84600.80999342588,330686.3045522119,197389.16705464505,112843.03603927777,196026.25180654676,110575.59164917929,101482.65726999548,111140.76901484665,0,0,0,0,0,0,0,0,
1948,639.4008775757054,8.609038922727274,968877.8288745664,818186.350801529,1112081.0615258126,360333.6114851239,282182.668124689,475117.5125976785,1419997.781346005,862677.5541142465,782838.226977059,665186.9123456448,1114217.1527982552,633526.2016536618,1083939.7866491112,1266957.0384124154,1328043.9449456756,690.1792717301441,588.2948045508638,2315.165928039793,1596.0976785042444,1845.9248168906392,0,1205.567145080537,1846.1964269412917,
1949,627.1559262244124,2.725467714285714,24470.590939740458,142815.1455732889,1.0666252870471787E7,55690.79958486336,39969.01437510121,49787.103291304375,90443.05598892445,394189.4341582479,50192.77267033902,1338827.8251765417,1387618.7257066134,1357315.6612270146,1282459.6349223568,1465982.1745561683,1312941.6098233848,0,0,5462.746212104726,2957.2078006266975,4561.361518418705,3398.0020502944035,4609.08205102512,4377.282906945518,
1950,282.15462750318324,1.421782427272727,273099.8730415896,391786.61449229874,775869.2584606336,103295.36888787606,199821.0671692148,967582.1978666069,1429414.7907015474,388733.9862377282,653885.6771034906,636588.7580029519,622979.0980758737,558894.1816247049,595370.3690881574,598932.3129062573,603747.6335054592,0,2617.3280787861054,7936.762159098661,8397.032158778327,5532.56496824416,5971.582905786635,11635.484633964774,8120.128836792499,
1951,328.1387112814282,3.4069242533333326,225924.55134553107,171418.3873336234,31963.60532297048,688305.1852646413,191173.21940781447,13721.067722695332,1990.2054182812394,4327.835182906474,378496.7695477493,193782.87326901595,221431.20718347898,183352.19177029905,213956.4729187471,222403.81290085017,208940.39988726383,0,0,0,0,0,0,0,0,
1952,455.2256796683427,3.6322162833333334,20104.01663727839,367140.8620195769,694477.4653259217,11474.014337903276,40990.069631484555,9380.103331789967,262388.0160772267,266432.41620606964,507861.462401574,225768.59099933805,382607.1260707263,376674.1968073945,160227.41643220987,220203.83536813402,370666.9846741744,0,633.7966736052142,0,0,0,2938.940574943378,0,461.15771380810503,
1953,517.1556661931413,1.8288521,40367.98085610205,137592.54298492993,1295704.9853777352,18922.564216816456,77288.86500536061,0,0,1440.7646365173337,49887.589596749734,171032.48293700384,183414.16746114774,186553.3200077403,162735.46816823384,193795.42080929418,185764.78041461596,0,0,0,0,0,0,0,0,
1954,559.5176190297054,10.886976,1134923.599339666,803550.0394571515,485191.702125762,300634.51968913677,412607.3214926653,874305.0289725688,416303.6299059382,227093.1651732389,606875.1656989368,508973.70520101866,693328.7733589491,1051935.5077336587,646494.0690289423,534377.3525097637,339205.8224049788,8005193.978066517,2946466.230308914,821593.5614249898,5546805.404164224,2014355.9757236661,5108827.928140372,3.299001362174984E7,9474166.608392816,
1955,133.1012805383436,3.0105383956521736,294031.15117524087,176458.41637066987,903651.1489427068,62952.65168491341,455310.1965774814,49506.2593731546,65368.05482712896,49252.36337186421,126398.1757827832,175502.84980171593,175994.0951500778,180120.3183319722,157630.91892751108,188589.01894591382,156743.38518229628,3455.4768875170544,919.4708649902004,1512.9517016001032,753.5511168881965,3934.566683775164,6216.59566709542,7153.829434728479,7943.84798756976,
1956,406.2227116943036,3.9338410666666666,0,152762.5847308351,6540.388022847688,0,0,54811.3399034604,4575.2420290737155,115004.8961880818,485605.3655127535,84564.50621735712,86342.74441193981,91590.33075119444,93803.68825087057,97773.51797635102,102074.87487089838,0,0,0,0,0,0,0,0,
1957,502.2645633369887,3.787311835714285,0,157348.31323211076,93530.73650746349,0,9344.915286807149,1577547.738365246,1081.604615050037,41756.68514603278,3860.6282607511007,182077.59363335313,202944.0063607421,191639.21544356435,196749.80001833086,172491.94674014096,186713.55956593185,0,0,0,515.6357007776936,0,0,0,0,
1958,611.2463532532155,4.303990557142858,0,133783.66302097368,520943.90670479834,0,47188.15195970962,185448.96459380587,1863322.3170256712,166439.84819774737,46046.167303747956,369207.4062346649,363163.6809184527,371381.9408450836,367012.4508684308,398412.4985512003,387363.80736688996,0,0,0,0,0,0,0,705.2846988383815,
1959,431.3523204225273,11.747326782608697,1641366.8760595978,457027.2881419935,3952179.430219937,791443.0673233622,1566087.815463371,308710.6173157086,176971.70656805695,347416.8654408499,7403926.6269035125,2197302.212788658,2246527.6891877647,2139612.308127691,456350.31771398376,2283312.292131344,2459693.5972260605,318347.29235291365,317820.41852452484,371899.7491461287,336048.59160161245,243192.61115473064,2.5116363534994278E7,616042.9489825916,523960.8656464165,
1960,358.08944741033247,1.7511894933333336,678421.9282922418,558077.1394080588,1245478.0271654716,250097.85243511098,37391.46754662287,123776.6047513038,44865.93918353617,27656.82029135377,116885.61108080564,838538.4303713473,939373.8557141753,979200.8755107531,840366.8298383055,909579.5834206842,900703.2158649912,0,0,0,0,0,0,0,0,
1961,533.147692112191,3.1897289444444445,0,154440.4053119302,336249.4926002533,0,0,0,0,0,5066.175393561051,35585.8838325355,53268.61205682681,47115.778035584335,47148.547623573846,41367.448457469836,46607.96783987406,0,0,0,0,0,0,0,0,
1962,747.1886589668836,4.375500962499999,0,189133.02112039385,1558.0200233554192,0,0,0,0,0,0,358924.3254211141,371787.60821907385,391299.0695413151,385897.9761794307,376320.18888917734,363195.24729394604,0,0,0,0,0,0,0,0,
1963,360.1291188112041,2.0483352523809524,123763.00216073384,161699.89987708512,586637.5877697591,134561.1522784914,1531255.3979853445,462016.54153680516,5997.639367781172,115906.07420197796,303352.33066495473,421785.30558707326,422698.9841344341,347963.74580794846,399811.6523467741,390506.52805214166,362879.9140020229,0,1087.884147624026,2405.769892805407,1287.4570449646162,500.6478526644283,0,673.1495509130732,458.8876788585204,
1964,662.2083368533503,2.2936690555555557,0,193635.13645701576,944199.3050046498,0,17254.549534124217,0,0,0,0,70278.49066209338,51909.666183856134,55870.04951978904,40319.00754596465,88232.97548467384,36953.5316791401,0,0,0,0,0,0,0,0,
1965,404.2646355382008,3.6501595578947374,37167.741265921926,160102.40315931983,44774.43985461313,3814.2582764487806,18711.562866621207,92363.56106737952,151411.6010147109,176897.66264989396,90361.94524343329,260696.09937962232,140471.47813109233,248909.22310624868,200912.41313973058,208451.7311394522,209858.2094884331,0,0,0,380.43059875488734,444.6790397863696,633.7991560656894,525.6578786916472,0,
1966,482.25994773130066,3.0159325466666673,78930.51409941973,190871.91866198473,168085.18616605157,490449.1999951091,9141.433348425455,69651.39143518356,724715.4864228701,285200.8758718008,130504.16449260952,101948.49500123343,101647.36590003544,110247.24858090212,107661.55802670735,118911.49857339807,118451.96595035675,0,0,0,0,0,0,0,0,
1967,273.0368779765235,1.913965441666667,0,146880.89613365653,831.0609885717668,0,0,3675.224088013172,11018.938771026878,6059.597391063017,5880863.211244969,331762.9986064502,345898.47617736366,331488.0260838395,300522.33282948064,309085.5642265772,283265.9581082108,0,0,0,0,0,0,0,0,
