"sirius_smiles"	"sirius_sirius_confidenceRank"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_#adducts"	"sirius_#predictedFPs"	"sirius_ConfidenceScore"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_id"	"sirius_featureId"	"sirius_chebiid"	"sirius_chebiasciiname"	"sirius_searchscore"	"sirius_entitystar"	"feature_id"
"CCC1CN(CCC1CC(=O)N2CCOCC2)C(=O)C(C)(C)C"	2690	1	1	1	2	"0.09660745239852968"	-286.590675666384	"0.9999999999999999"	101.6410802925	"C18H32N2O3"	"[M + H]+"	"HYFJLKPBBCBDAC"	"InChI=1S/C18H32N2O3/c1-5-14-13-20(17(22)18(2,3)4)7-6-15(14)12-16(21)19-8-10-23-11-9-19/h14-15H,5-13H2,1-4H3"	"1-[(3R,4S)-3-ethyl-4-(2-morpholin-4-yl-2-oxoethyl)piperidin-1-yl]-2,2-dimethylpropan-1-one"	1.70000005	"11912446"	"COCONUT:(CNP0119092);PubChem:(11912446);SuperNatural:(SN00012623);ZINC bio:(ZINC05415163)"	3153922	325.248229980469	275.419914	"1738_mapp_batch_00109_sirius_1846"	1846	NA	NA	NA	NA	1846
"CCC1CN(CCC1CC(=O)NCC2=CC=C(C=C2)F)C(=O)NC(C)C"	2108	1	2	1	3	"0.16263709537133955"	-324.671513015477	"0.07085427135678392"	2.58608299824566	"C20H30FN3O2"	"[M + Na]+"	"UBGUBKBADCLAGX"	"InChI=1S/C20H30FN3O2/c1-4-16-13-24(20(26)23-14(2)3)10-9-17(16)11-19(25)22-12-15-5-7-18(21)8-6-15/h5-8,14,16-17H,4,9-13H2,1-3H3,(H,22,25)(H,23,26)"	"(3R,4S)-3-ethyl-4-[2-[(4-fluorophenyl)methylamino]-2-oxoethyl]-N-propan-2-ylpiperidine-1-carboxamide"	2.70000005	"11912551"	"COCONUT:(CNP0283213);PubChem:(11912551);SuperNatural:(SN00012701);ZINC bio:(ZINC05415504)"	3153922	386.219665527344	161.359422	"108_mapp_batch_00109_sirius_114"	114	NA	NA	NA	NA	114
"CCC1CN(CCC1CC(=O)NCCOC)S(=O)(=O)C"	2995	1	1	1	2	"0.059674183183686384"	-272.936251855021	"0.9999999999999999"	33.4711626800922	"C13H26N2O4S"	"[M + H]+"	"ZPJFNJKFNTZLBA"	"InChI=1S/C13H26N2O4S/c1-4-11-10-15(20(3,17)18)7-5-12(11)9-13(16)14-6-8-19-2/h11-12H,4-10H2,1-3H3,(H,14,16)"	"2-[(3R,4S)-3-ethyl-1-methylsulfonylpiperidin-4-yl]-N-(2-methoxyethyl)acetamide"	0.200000003	"11912289"	"COCONUT:(CNP0024407);PubChem:(11912289);SuperNatural:(SN00012408);ZINC bio:(ZINC05414196)"	3153922	307.168395996094	128.975904	"1594_mapp_batch_00109_sirius_1694"	1694	NA	NA	NA	NA	1694
"CCC1CN(CCC1CC(=O)O)S(=O)(=O)C"	2605	1	1	1	2	"0.10537563711760115"	-193.595469963285	"0.9999999999999999"	62.8218263440606	"C10H19NO4S"	"[M + H]+"	"LLRZJDDHLDNIIJ"	"InChI=1S/C10H19NO4S/c1-3-8-7-11(16(2,14)15)5-4-9(8)6-10(12)13/h8-9H,3-7H2,1-2H3,(H,12,13)"	"2-[(3R,4S)-3-ethyl-1-methylsulfonylpiperidin-4-yl]acetate"	0.5	"11912386;11912387;73139257"	"COCONUT:(CNP0029303);PubChem:(11912386 11912387 73139257);SuperNatural:(SN00012526);ZINC bio:(ZINC05414820)"	3153922	250.110824584961	151.248054	"2394_mapp_batch_00109_sirius_2574"	2574	NA	NA	NA	NA	2574
"CCC1CN(CCC1CC(=O)O)S(=O)(=O)C"	2847	1	1	1	2	"0.07953731922274623"	-249.907232733551	"0.9999999999999999"	40.6554398833515	"C10H19NO4S"	"[M + H]+"	"LLRZJDDHLDNIIJ"	"InChI=1S/C10H19NO4S/c1-3-8-7-11(16(2,14)15)5-4-9(8)6-10(12)13/h8-9H,3-7H2,1-2H3,(H,12,13)"	"2-[(3R,4S)-3-ethyl-1-methylsulfonylpiperidin-4-yl]acetate"	0.5	"11912386;11912387;73139257"	"COCONUT:(CNP0029303);PubChem:(11912386 11912387 73139257);SuperNatural:(SN00012526);ZINC bio:(ZINC05414820)"	3153922	250.110679626465	171.463668	"1111_mapp_batch_00109_sirius_1182"	1182	NA	NA	NA	NA	1182
"CCCC(C(=O)CCC(=O)CC=CCCCCCC(=O)O)O"	1685	1	1	2	2	"0.21435683374415884"	-103.239241714908	"0.9999999999999999"	157.499620436462	"C17H28O5"	"[M - H2O + H]+"	"QGFDIKLPPWSQIY"	"InChI=1S/C17H28O5/c1-2-9-15(19)16(20)13-12-14(18)10-7-5-3-4-6-8-11-17(21)22/h5,7,15,19H,2-4,6,8-13H2,1H3,(H,21,22)"	"cis-14-hydroxy-10,13-dioxo-7-heptadecenoic acid"	2	"57465470"	"PubChem:(57465470);CHEBI:(74250)"	34	295.190551757812	406.267062	"892_mapp_batch_00109_sirius_949"	949	NA	NA	NA	NA	949
"CCCC(C(=O)CCC(=O)CC=CCCCCCC(=O)O)O"	922	1	1	2	2	"0.36043473011233973"	-79.6627977236188	"0.9999999999999999"	102.826998248071	"C17H28O5"	"[M - H2O + H]+"	"QGFDIKLPPWSQIY"	"InChI=1S/C17H28O5/c1-2-9-15(19)16(20)13-12-14(18)10-7-5-3-4-6-8-11-17(21)22/h5,7,15,19H,2-4,6,8-13H2,1H3,(H,21,22)"	"cis-14-hydroxy-10,13-dioxo-7-heptadecenoic acid"	2	"57465470"	"PubChem:(57465470);CHEBI:(74250)"	34	295.1904296875	346.182216	"3827_mapp_batch_00109_sirius_4164"	4164	NA	NA	NA	NA	4164
"CCCC(C(=O)O)NC(=O)CCC(=O)O"	955	1	1	2	2	"0.3522349608026136"	-129.235387020555	"0.9999999999999999"	72.6868394224817	"C9H15NO5"	"[M + H]+"	"HRAPDLBXHOBAKA"	"InChI=1S/C9H15NO5/c1-2-3-6(9(14)15)10-7(11)4-5-8(12)13/h6H,2-5H2,1H3,(H,10,11)(H,12,13)(H,14,15)"	"(2S)-2-(3-carboxypropanamido)pentanoic acid"	-0.100000001	"6852189;22259938"	"COCONUT:(CNP0019694);EcoCyc Mine;PubChem:(6852189 22259938);KEGG Mine;PubChem class - bio and metabolites"	25788678146	218.10221862793	119.396772	"2202_mapp_batch_00109_sirius_2363"	2363	NA	NA	NA	NA	2363
"CCCC(C(CC)C(=O)O)O"	1739	1	1	2	2	"0.20872971804049942"	-33.3077554274995	"0.9999999999999999"	38.6558466977237	"C8H16O3"	"[M - H2O + H]+"	"ZQWVBNYTPYVDQZ"	"InChI=1S/C8H16O3/c1-3-5-7(9)6(4-2)8(10)11/h6-7,9H,3-5H2,1-2H3,(H,10,11)"	"2-ethyl-3-hydroxyhexanoate"	1.29999995	"22157348;22157349;87560847"	"MeSH:(22157349);PubChem:(22157348 22157349 87560847);PubMed"	70	143.106597900391	165.262014	"2431_mapp_batch_00109_sirius_2617"	2617	NA	NA	NA	NA	2617
"CCCC(C(CC)COS(=O)(=O)O)O"	3074	1	1	2	2	"0.04493668989487456"	-264.217282630554	"0.9999999999999999"	71.8904431167998	"C8H18O5S"	"[M - H2O + H]+"	"WIARFWNVXGGMHX"	"InChI=1S/C8H18O5S/c1-3-5-8(9)7(4-2)6-13-14(10,11)12/h7-9H,3-6H2,1-2H3,(H,10,11,12)"	"null"	0.899999976	"16205551"	"PubChem:(16205551);NORMAN:(NS00061314)"	262146	209.084243774414	98.690244	"1271_mapp_batch_00109_sirius_1351"	1351	NA	NA	NA	NA	1351
"CCCC(C)(CCO)SCC(C(=O)NCC(=O)O)N"	1079	1	1	2	2	"0.32269691103147297"	-155.425678391109	"0.9999999999999999"	96.0437722346001	"C12H24N2O4S"	"[M - H2O + H]+"	"FIKNGFBNGIHRJV"	"InChI=1S/C12H24N2O4S/c1-3-4-12(2,5-6-15)19-8-9(13)11(18)14-7-10(16)17/h9,15H,3-8,13H2,1-2H3,(H,14,18)(H,16,17)"	"2-[[(2R)-2-amino-3-(1-hydroxy-3-methylhexan-3-yl)sulfanylpropanoyl]amino]acetic acid"	-2.20000005	"59475291;72302423;134611720;134820234"	"PubChem:(59475291 72302423 134611720 134820234);PubMed;Biocyc:(CPD-21107);PubChem class - bio and metabolites"	16779330	275.142517089844	148.97976	"252_mapp_batch_00109_sirius_268"	268	NA	NA	NA	NA	268
"CCCC(C)C(CC(=O)O)O"	2826	1	1	2	2	"0.0839728208560098"	-79.8397354521578	"0.9999999999999999"	53.6629685930097	"C8H16O3"	"[M - H2O + H]+"	"DNABWSAKHOTPSW"	"InChI=1S/C8H16O3/c1-3-4-6(2)7(9)5-8(10)11/h6-7,9H,3-5H2,1-2H3,(H,10,11)"	"3-hydroxy-4-methylheptanoate"	1.29999995	"14280453;19853472;88635848;88636425"	"PubChem:(14280453 19853472 88635848 88636425);PubMed;Biocyc:(CPD-21088)"	2114	143.106430053711	115.00962	"51_mapp_batch_00109_sirius_53"	53	NA	NA	NA	NA	53
"CCCC(C)CC(C)CC1=CC=C(C=C1)NC2=CC=C(C=C2)CC(C)CC(C)CCCO"	2922	1	1	1	1	"0.06973723673778327"	-360.087693074324	"0.9999999999999999"	34.3192583561669	"C30H47NO"	"[M + K]+"	"OROUPJVQXOMUIF"	"InChI=1S/C30H47NO/c1-6-8-23(2)19-25(4)21-27-10-14-29(15-11-27)31-30-16-12-28(13-17-30)22-26(5)20-24(3)9-7-18-32/h10-17,23-26,31-32H,6-9,18-22H2,1-5H3"	"null"	9.89999962	"139596463"	"PubChem:(139596463);NORMAN:(NS00004200)"	262146	476.329681396484	644.08674	"1284_mapp_batch_00109_sirius_1365"	1365	NA	NA	NA	NA	1365
"CCCC(C)CCCC(C)COS(=O)(=O)O"	3171	1	1	2	2	"0.021968551152805764"	-280.588615955495	"0.9999999999999999"	56.5638417454634	"C11H24O4S"	"[M - H2O + H]+"	"FCPKVEYWUZRDBY"	"InChI=1S/C11H24O4S/c1-4-6-10(2)7-5-8-11(3)9-15-16(12,13)14/h10-11H,4-9H2,1-3H3,(H,12,13,14)"	"null"	3.79999995	"23427869"	"COCONUT:(CNP0328973);Natural Products:(UNPD92905);PubChem:(23427869);SuperNatural:(SN00380875)"	3178498	235.135940551758	707.05044	"1313_mapp_batch_00109_sirius_1396"	1396	NA	NA	NA	NA	1396
"CCCC(C)CCCCCCCC1CC(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CCCN"	3104	1	2	1	3	"0.03934979794779949"	-316.183224509896	"0.3748743718592965"	12.7510559256141	"C27H51N5O4"	"[M - H2O + H]+"	"IBXGTBVZOHIABT"	"InChI=1S/C27H51N5O4/c1-5-12-20(4)13-9-7-6-8-10-14-21-17-23(33)29-18-24(34)31-22(15-11-16-28)26(35)32-25(19(2)3)27(36)30-21/h19-22,25H,5-18,28H2,1-4H3,(H,29,33)(H,30,36)(H,31,34)(H,32,35)"	"null"	3.43625498	NA	"COCONUT:(CNP0194618)"	2097152	492.389526367188	557.422416	"974_mapp_batch_00109_sirius_1035"	1035	NA	NA	NA	NA	1035
"CCCC(C#N)OP(OC(CCC)C#N)OC(CCC)C#N"	1494	1	1	1	2	"0.24290123168116237"	-173.000978221636	"0.9954773869346735"	55.2140226031508	"C15H24N3O3P"	"[M + H]+"	"PPRKBJMNDAJXBM"	"InChI=1S/C15H24N3O3P/c1-4-7-13(10-16)19-22(20-14(11-17)8-5-2)21-15(12-18)9-6-3/h13-15H,4-9H2,1-3H3"	"Tris(1-cyanobutyl) phosphate"	3.29999995	"3057169"	"PubChem:(3057169);PubChem class - safety and toxic"	67108866	326.163116455078	143.880546	"2711_mapp_batch_00109_sirius_2923"	2923	NA	NA	NA	NA	2923
"CCCC(CC(=O)OC(CC(=O)O)C[N+](C)(C)C)O"	231	1	1	2	2	"0.7185231321213944"	-128.249628461101	"0.9999999999999999"	69.5312540264972	"C13H25NO5"	"[M - H2O + H]+"	"VYEONLJQPYRKAN"	"InChI=1S/C13H25NO5/c1-5-6-10(15)7-13(18)19-11(8-12(16)17)9-14(2,3)4/h10-11,15H,5-9H2,1-4H3/p+1"	"Hydroxyhexanoycarnitine"	0.300000012	"53481624;53481625;76043853;76043854;131801514;131801513"	"COCONUT:(CNP0247644);PubChem:(53481624 53481625 76043853 76043854 131801514 131801513);CHEBI:(88772);PubChem class - bio and metabolites"	18874402	258.169921875	143.391798	"2283_mapp_batch_00109_sirius_2453"	2453	NA	NA	NA	NA	2453
"CCCC(CCCO)C(=O)O"	2175	1	1	2	2	"0.15467117685711665"	-33.7267107973499	"0.9999999999999999"	38.6585962421019	"C8H16O3"	"[M - H2O + H]+"	"ZIWBCJXKYKOLJK"	"InChI=1S/C8H16O3/c1-2-4-7(8(10)11)5-3-6-9/h7,9H,2-6H2,1H3,(H,10,11)"	"5-Hydroxyvalproate"	1.20000005	"135243;135244;40565937;40429492;46781925;118353298"	"HMDB:(13898);PubChem:(135243 135244 40565937 40429492 46781925 118353298);CHEBI:(80636);ZINC bio:(ZINC02578897 ZINC05838789);additional;PubChem class - bio and metabolites;MeSH:(135244);KEGG:(C16650);PubChem class - safety and toxic;PubMed"	84418926	143.106567382812	230.8422	"3914_mapp_batch_00109_sirius_4264"	4264	"CHEBI:80636"	"5-Hydroxyvalproic acid"	"3.03"	"2"	4264
"CCCC(CCO)SCC(C(=O)O)N"	179	1	1	2	2	"0.7828119482255576"	-41.9875660550822	"0.9999999999999999"	103.70146464407	"C9H19NO3S"	"[M - H2O + H]+"	"GTJBXOQYHBJVCS"	"InChI=1S/C9H19NO3S/c1-2-3-7(4-5-11)14-6-8(10)9(12)13/h7-8,11H,2-6,10H2,1H3,(H,12,13)"	"L-Cysteine, S-[1-(2-hydroxyethyl)butyl]-"	-1.70000005	"53251240;57892873;71375485;76973277;76973278;91359681;102229788;101844322;134820456"	"PubChem:(53251240 57892873 71375485 76973277 76973278 91359681 102229788 101844322 134820456);PubMed;Biocyc:(CPD-21118)"	2114	204.105247497559	199.34643	"1497_mapp_batch_00109_sirius_1593"	1593	NA	NA	NA	NA	1593
"CCCC#CC#CCCCOC1C(C(C(C(O1)COC2C(C(C(C(O2)C)O)O)O)O)O)O"	1042	1	1	1	1	"0.3321897814417596"	-111.955996005311	"0.9909547738693467"	48.6064425832321	"C22H34O10"	"[M + Na]+"	"DHBXLELJLORFNB"	"InChI=1S/C22H34O10/c1-3-4-5-6-7-8-9-10-11-29-21-20(28)18(26)16(24)14(32-21)12-30-22-19(27)17(25)15(23)13(2)31-22/h13-28H,3-4,9-12H2,1-2H3"	"null"	-0.899999976	"46830374"	"COCONUT:(CNP0390259);Natural Products:(UNPD189418);PubChem:(46830374)"	2129922	481.204864501953	220.023198	"991_mapp_batch_00109_sirius_1053"	1053	NA	NA	NA	NA	1053
"CCCC#CC#CCCCOC1C(C(C(C(O1)COC2C(C(C(C(O2)C)O)O)O)O)O)O"	2631	1	1	1	1	"0.10254243656903579"	-165.856482889859	"0.9929648241206029"	17.3843239558618	"C22H34O10"	"[M + Na]+"	"DHBXLELJLORFNB"	"InChI=1S/C22H34O10/c1-3-4-5-6-7-8-9-10-11-29-21-20(28)18(26)16(24)14(32-21)12-30-22-19(27)17(25)15(23)13(2)31-22/h13-28H,3-4,9-12H2,1-2H3"	"null"	-0.899999976	"46830374"	"COCONUT:(CNP0390259);Natural Products:(UNPD189418);PubChem:(46830374)"	2129922	481.203521728516	240.7266	"762_mapp_batch_00109_sirius_813"	813	NA	NA	NA	NA	813
"CCCC=CC=CC(CC(=O)O)CC(=O)O"	2294	1	1	2	2	"0.14215690847959364"	-50.5252698282684	"0.9999999999999999"	109.061700204652	"C12H18O4"	"[M - H2O + H]+"	"SCFJYQRJWMNDSZ"	"InChI=1S/C12H18O4/c1-2-3-4-5-6-7-10(8-11(13)14)9-12(15)16/h4-7,10H,2-3,8-9H2,1H3,(H,13,14)(H,15,16)"	"null"	2	"125416500"	"COCONUT:(CNP0086914);Training Set;PubChem:(125416500)"	2113538	209.117256164551	173.521374	"3968_mapp_batch_00109_sirius_4324"	4324	NA	NA	NA	NA	4324
"CCCC=CC=CC=CC(=O)OC"	2498	1	1	2	2	"0.11823612003174871"	-104.341640508485	"0.9999999999999999"	92.4231890750559	"C11H16O2"	"[M - H2O + H]+"	"DLNQRJFVXCCDKL"	"InChI=1S/C11H16O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h5-10H,3-4H2,1-2H3"	"formyl 2E,4E,6Z-decatrienoate"	3.20000005	"12180841;12180842;12180843;12180846;12180847;11052245;11745232;11469433;57131946"	"COCONUT:(CNP0248466);Natural Products:(UNPD165612 UNPD23744 UNPD114213);PubChem:(12180841 12180842 12180843 12180846 12180847 11052245 11745232 11469433 57131946);SuperNatural:(SN00261988 SN00396230);CHEBI:(137713);ZINC bio:(ZINC13433782);PubMed"	3186786	163.111625671387	253.164834	"1720_mapp_batch_00109_sirius_1826"	1826	NA	NA	NA	NA	1826
"CCCC=CC=CC=CC(=O)OC1C(C2(C3C=C(C(=O)C3C(C(=CC2C4C1(C4(C)C)OC(=O)C)CO)O)C)O)C"	2895	1	1	1	1	"0.07283800637202105"	-351.806708406799	"0.0"	95.9384067944153	"C32H42O8"	"[M + Na]+"	"FGUHZZDQHZRYIQ"	"InChI=1S/C32H42O8/c1-7-8-9-10-11-12-13-14-24(35)39-29-19(3)31(38)22-15-18(2)26(36)25(22)27(37)21(17-33)16-23(31)28-30(5,6)32(28,29)40-20(4)34/h9-16,19,22-23,25,27-29,33,37-38H,7-8,17H2,1-6H3"	"null"	3.29336119	NA	"COCONUT:(CNP0310219);Natural Products:(UNPD6806);SuperNatural:(SN00282164)"	3178496	577.277893066406	413.096994	"1010_mapp_batch_00109_sirius_1072"	1072	NA	NA	NA	NA	1072
"CCCC=CC1=CN(C(=O)NC1=O)C2C(C(C(C(O2)CO)O)O)O"	373	1	1	2	2	"0.5875191765429512"	-329.895765853401	"0.9999999999999999"	24.7945252786279	"C15H22N2O7"	"[M - H2O + H]+"	"KIQIRLICMCWEJB"	"InChI=1S/C15H22N2O7/c1-2-3-4-5-8-6-17(15(23)16-13(8)22)14-12(21)11(20)10(19)9(7-18)24-14/h4-6,9-12,14,18-21H,2-3,7H2,1H3,(H,16,22,23)"	"1-(Beta-D-Glucopyranosyl)-5-(Pent-1-Yn-1-Yl)pyrimidine-2,4(1h,3h)-Dione"	-0.999702692	"57519729"	"PubChem:(57519729);PubChem class - bio and metabolites"	16777218	325.139190673828	87.763182	"946_mapp_batch_00109_sirius_1006"	1006	NA	NA	NA	NA	1006
"CCCC=CCCCCC1=CC(=C(C(=C1)O)C)O"	1061	1	1	2	2	"0.3265401614229167"	-118.64773795864	"0.9999999999999999"	23.1237677059368	"C16H24O2"	"[M + H]+"	"HQWPRNPELYVAOC"	"InChI=1S/C16H24O2/c1-3-4-5-6-7-8-9-10-14-11-15(17)13(2)16(18)12-14/h5-6,11-12,17-18H,3-4,7-10H2,1-2H3"	"null"	5.16446352	NA	"COCONUT:(CNP0081575)"	2097152	249.184852600098	445.524294	"3739_mapp_batch_00109_sirius_4068"	4068	NA	NA	NA	NA	4068
"CCCC=CCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O"	1516	1	1	1	3	"0.2397754649204741"	-75.1903122706591	"0.962311557788945"	10.8194052965514	"C17H30O10"	"[M + Na]+"	"YVFRKAACLWNICN"	"InChI=1S/C17H30O10/c1-2-3-4-5-6-24-17-15(23)13(21)12(20)10(27-17)8-26-16-14(22)11(19)9(18)7-25-16/h4-5,9-23H,2-3,6-8H2,1H3"	"null"	-2.29999995	"101852026"	"COCONUT:(CNP0130123);Natural Products:(UNPD71040);PubChem:(101852026);SuperNatural:(SN00286226)"	3178498	417.173278808594	189.708048	"767_mapp_batch_00109_sirius_818"	818	NA	NA	NA	NA	818
"CCCC1=NC(=NC(=N1)N(CCOC(=O)C)C(=O)C)N2CCOCC2"	3004	1	1	1	2	"0.05771109305178621"	-319.185803638859	"0.9984924623115576"	72.1584011570369	"C16H25N5O4"	"[M + H]+"	"IZWZQJUDLYIMLI"	"InChI=1S/C16H25N5O4/c1-4-5-14-17-15(20-6-9-24-10-7-20)19-16(18-14)21(12(2)22)8-11-25-13(3)23/h4-11H2,1-3H3"	"N-(2-(Acetoxy)ethyl)-N-(4-morpholino-6-propyl-1,3,5-triazin-2-yl)acetamide"	0.800000012	"3080164"	"PubChem:(3080164);PubChem class - safety and toxic"	67108866	352.196319580078	216.40701	"2464_mapp_batch_00109_sirius_2652"	2652	NA	NA	NA	NA	2652
"CCCC1=NC2=CC=CC=C2C(=N1)OCC3=NN(C(=S)O3)CN4CCCCC4"	3091	1	1	1	2	"0.042014296442170224"	-499.915277820558	"0.9994974874371858"	47.9911134000646	"C20H25N5O2S"	"[M + H]+"	"PJDRGJBWUANDBU"	"InChI=1S/C20H25N5O2S/c1-2-8-17-21-16-10-5-4-9-15(16)19(22-17)26-13-18-23-25(20(28)27-18)14-24-11-6-3-7-12-24/h4-5,9-10H,2-3,6-8,11-14H2,1H3"	"3-(piperidin-1-ylmethyl)-5-[(2-propylquinazolin-4-yl)oxymethyl]-1,3,4-oxadiazole-2-thione"	4.4000001	"57101"	"PubChem:(57101);PubChem class - safety and toxic"	67108866	400.181915283203	119.388156	"2452_mapp_batch_00109_sirius_2639"	2639	NA	NA	NA	NA	2639
"CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4C=CN(C=C4)C)OCC)C"	2413	1	2	2	4	"0.12700766503278654"	-513.91574883677	"0.022110552763819097"	34.315276517044	"C22H26N6O4S"	"[M + H]+"	"REBCNXROTNQSQR"	"InChI=1S/C22H26N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-14H,5-7H2,1-4H3,(H,23,24,29)"	"5-[2-ethoxy-5-(4-methylpyrazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-4H-pyrazolo[4,3-d]pyrimidin-7-one"	1.89999998	"135460985"	"PubChem:(135460985);PubChem class - bio and metabolites"	16777218	471.180358886719	143.348622	"2163_mapp_batch_00109_sirius_2320"	2320	NA	NA	NA	NA	2320
"CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C"	568	1	6	2	8	"0.4854990653619412"	-134.790991215144	"0.05527638190954774"	6.4315954968914	"C22H30N6O4S"	"[M + H]+"	"BNRNXUUZRGQAQC"	"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)"	"Aphrodil"	1.5	"25181564;25217083;25217086;25217199;135832700;135949530;135949531;135949532;135949533;135949534;135949535;135949536;135949537;135949538;135398744;136440595"	"HMDB:(5039);ZINC bio:(ZINC19796168);additional;HSDB:(139755-83-2);MeSH:(135398744);PubMed;NORMAN:(NS00010359);COCONUT:(CNP0250743);Natural Products:(UNPD101586);PubChem:(25181564 25217083 25217086 25217199 135832700 135949530 135949531 135949532 135949533 135949534 135949535 135949536 135949537 135949538 135398744 136440595);CHEBI:(9139);PubChem class - bio and metabolites;KEGG:(C07259);PubChem class - safety and toxic;Training Set;PubChem class - drug"	120382318	475.214553833008	202.861392	"3385_mapp_batch_00109_sirius_3668"	3668	"CHEBI:9139"	"sildenafil"	"2.13"	"3"	3668
"CCCC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCC)CC2=CC=CC=C2)CC3=CC=CC=C3"	68	1	1	1	1	"0.9459982506216988"	-136.753693462369	"N/A"	41.8166449713235	"C28H36N4O4"	"[M + H]+"	"AMUAGNPIOKLCDR"	"InChI=1S/C28H36N4O4/c1-3-11-21-25(33)29-22(12-4-2)26(34)31-24(18-20-15-9-6-10-16-20)28(36)32-23(27(35)30-21)17-19-13-7-5-8-14-19/h5-10,13-16,21-24H,3-4,11-12,17-18H2,1-2H3,(H,29,33)(H,30,35)(H,31,34)(H,32,36)"	"null"	3.98173261	NA	"COCONUT:(CNP0237957);Natural Products:(UNPD182158);SuperNatural:(SN00258170)"	3178496	493.280517578125	399.80385	"3227_mapp_batch_00109_sirius_3486"	3486	NA	NA	NA	NA	3486
"CCCC1C(CCC1=O)CC(=O)OC"	542	1	1	2	2	"0.4980152895920966"	-59.9970441379058	"0.9999999999999999"	82.6470441155537	"C11H18O3"	"[M - H2O + H]+"	"XIWMHTMGRGPLQO"	"InChI=1S/C11H18O3/c1-3-4-9-8(5-6-10(9)12)7-11(13)14-2/h8-9H,3-7H2,1-2H3"	"Methyl 3-oxo-2-propylcyclopentaneacetate"	1.60000002	"170615"	"PubChem:(170615);NORMAN:(NS00057622)"	262146	181.1220703125	581.429664	"1246_mapp_batch_00109_sirius_1325"	1325	NA	NA	NA	NA	1325
"CCCC1C(CCC1=O)CC(=O)OC"	707	1	1	2	2	"0.42877269459584505"	-60.6183804890362	"0.9999999999999999"	92.8105718564674	"C11H18O3"	"[M - H2O + H]+"	"XIWMHTMGRGPLQO"	"InChI=1S/C11H18O3/c1-3-4-9-8(5-6-10(9)12)7-11(13)14-2/h8-9H,3-7H2,1-2H3"	"Methyl 3-oxo-2-propylcyclopentaneacetate"	1.60000002	"170615"	"PubChem:(170615);NORMAN:(NS00057622)"	262146	181.121948242188	534.955074	"344_mapp_batch_00109_sirius_365"	365	NA	NA	NA	NA	365
"CCCC1C(CCC1=O)CC(=O)OC"	715	1	1	2	2	"0.42748665926135265"	-60.2881634746013	"0.9999999999999999"	87.6931870386228	"C11H18O3"	"[M - H2O + H]+"	"XIWMHTMGRGPLQO"	"InChI=1S/C11H18O3/c1-3-4-9-8(5-6-10(9)12)7-11(13)14-2/h8-9H,3-7H2,1-2H3"	"Methyl 3-oxo-2-propylcyclopentaneacetate"	1.60000002	"170615"	"PubChem:(170615);NORMAN:(NS00057622)"	262146	181.121932983398	617.37912	"556_mapp_batch_00109_sirius_588"	588	NA	NA	NA	NA	588
"CCCC1C(CCC1=O)CC(=O)OC"	726	1	1	2	2	"0.42384514245432975"	-64.6691100968854	"0.9999999999999999"	80.9713345714498	"C11H18O3"	"[M - H2O + H]+"	"XIWMHTMGRGPLQO"	"InChI=1S/C11H18O3/c1-3-4-9-8(5-6-10(9)12)7-11(13)14-2/h8-9H,3-7H2,1-2H3"	"Methyl 3-oxo-2-propylcyclopentaneacetate"	1.60000002	"170615"	"PubChem:(170615);NORMAN:(NS00057622)"	262146	181.122108459473	182.981058	"1756_mapp_batch_00109_sirius_1871"	1871	NA	NA	NA	NA	1871
"CCCC1C(CCC1=O)CC(=O)OC"	736	1	1	2	2	"0.41969512361944866"	-61.9405387318843	"0.9999999999999999"	97.3588633654137	"C11H18O3"	"[M - H2O + H]+"	"XIWMHTMGRGPLQO"	"InChI=1S/C11H18O3/c1-3-4-9-8(5-6-10(9)12)7-11(13)14-2/h8-9H,3-7H2,1-2H3"	"Methyl 3-oxo-2-propylcyclopentaneacetate"	1.60000002	"170615"	"PubChem:(170615);NORMAN:(NS00057622)"	262146	181.12215423584	542.925246	"2679_mapp_batch_00109_sirius_2889"	2889	NA	NA	NA	NA	2889
