"canopus_id"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#all classifications"	"canopus_featureId"	"feature_id"
"2539_mapp_batch_00109_sirius_2734"	"C14H24N2O8"	"[M + H]+"	"C14H24N2O8"	"Amino acids and Peptides"	0.999582588672638	"Small peptides"	0.999986052513123	"Dipeptides"	0.936173379421234	"Dipeptides"	0.987308323383331	"Peptides"	0.999631643295288	"Amino acids, peptides, and analogues"	0.999958992004394	"Carboxylic acids and derivatives"	0.999995589256287	"Organic acids and derivatives"	0.999996066093445	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	2734	2734
"2540_mapp_batch_00109_sirius_2735"	"C12H23NO9"	"[M + H]+"	"C12H23NO9"	"Amino acids and Peptides"	0.858998537063599	"Amino acid glycosides"	0.185491427779198	"Disaccharides"	0.0471506305038929	"Amino acids, peptides, and analogues"	0.125129014253616	NA	NA	"Amino acids, peptides, and analogues"	0.125129014253616	"Carboxylic acids and derivatives"	0.0756896585226059	"Organic acids and derivatives"	0.167809084057808	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Primary amines; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2735	2735
"2541_mapp_batch_00109_sirius_2736"	"C21H44N4O"	"[M + H]+"	"C21H44N4O"	"Alkaloids"	0.640771448612213	"Fatty amides"	0.33680072426796	"Acyclic guanidine alkaloids"	0.652148365974426	"N-acyl amines"	0.511405289173126	"N-acyl amines"	0.511405289173126	"Fatty amides"	0.747485101222992	"Fatty Acyls"	0.78434431552887	"Lipids and lipid-like molecules"	0.717918515205383	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2736	2736
"2542_mapp_batch_00109_sirius_2737"	"C54H80N2O9"	"[M + K]+"	"C54H80N2O9"	"Terpenoids"	0.730064511299133	"Tyrosine alkaloids"	0.235536977648735	"Isoquinoline alkaloids"	0.43134868144989	"Steroids and steroid derivatives"	0.516135692596436	NA	NA	NA	NA	"Steroids and steroid derivatives"	0.516135692596436	"Lipids and lipid-like molecules"	0.816529154777527	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Anisoles; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2737	2737
"2544_mapp_batch_00109_sirius_2739"	"C24H43N5O8"	"[M + Na]+"	"C24H43N5O8"	"Carbohydrates"	0.944408237934112	"Polyols"	0.415563255548477	"Amino cyclitols"	0.281408727169037	"Aminocyclitol glycosides"	0.742841064929962	"Aminosaccharides"	0.956441521644592	"Carbohydrates and carbohydrate conjugates"	0.88099205493927	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Ethers; Organonitrogen compounds; Aminoglycosides; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Acetals; Secondary alcohols; Aminocyclitol glycosides; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; Dialkylamines; Amines; Primary amines; Secondary amines; Alkanolamines; Cyclitols and derivatives; Cyclohexanols; Aminosaccharides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2739	2739
"2545_mapp_batch_00109_sirius_2740"	"C40H54O2"	"[M - H2O + H]+"	"C40H52O"	"Terpenoids"	0.999063193798065	"Carotenoids (C40)"	0.990349888801575	"Carotenoids (C40, β-κ)"	0.549895226955414	"Xanthophylls"	0.805198848247528	"Carotenoids"	0.783591449260712	"Tetraterpenoids"	0.805945992469788	"Prenol lipids"	0.99648904800415	"Lipids and lipid-like molecules"	0.997009336948395	"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Carotenoids; Xanthophylls; Tetraterpenoids; Secondary alcohols; Carbonyl compounds; Alpha,beta-unsaturated carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	2740	2740
"2546_mapp_batch_00109_sirius_2741"	"C23H44O2"	"[M + Na]+"	"C23H44O2"	"Fatty acids"	0.929973542690277	"Fatty Acids and Conjugates"	0.735528230667114	"Unsaturated fatty acids"	0.867665946483612	"Fatty acid esters"	0.718194127082825	NA	NA	"Fatty acid esters"	0.718194127082825	"Fatty Acyls"	0.918742597103119	"Lipids and lipid-like molecules"	0.984601378440857	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	2741	2741
"2548_mapp_batch_00109_sirius_2743"	"C22H28N2O11"	"[M + Na]+"	"C22H28N2O11"	"Shikimates and Phenylpropanoids"	0.74541574716568	"Amino acid glycosides"	0.513987243175507	"Cyanogenic glycosides"	0.848304808139801	"Coumaric acids and derivatives"	0.582877933979034	"Coumaric acids and derivatives"	0.582877933979034	"Hydroxycinnamic acids and derivatives"	0.749064087867737	"Cinnamic acids and derivatives"	0.851548075675964	"Phenylpropanoids and polyketides"	0.991205394268036	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Lactones; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Nitriles; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	2743	2743
"2549_mapp_batch_00109_sirius_2744"	"C18H31NO3"	"[M + K]+"	"C18H31NO3"	"Fatty acids"	0.974812090396881	"Fatty amides"	0.542807519435883	"N-acyl amines"	0.569819271564484	"Long-chain fatty acids"	0.70578396320343	"Long-chain fatty acids"	0.70578396320343	"Fatty acids and conjugates"	0.954008281230926	"Fatty Acyls"	0.935040056705475	"Lipids and lipid-like molecules"	0.952185213565826	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Carboxylic acid amides; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2744	2744
"2550_mapp_batch_00109_sirius_2745"	"C40H77NO10"	"[M + H]+"	"C40H77NO10"	"Fatty acids"	0.997790813446045	"Sphingolipids"	0.99954080581665	"Neutral glycosphingolipids"	0.999544322490692	"Glycosphingolipids"	0.784823477268219	NA	NA	"Glycosphingolipids"	0.784823477268219	"Sphingolipids"	0.740612089633942	"Lipids and lipid-like molecules"	0.998405158519745	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2745	2745
"2551_mapp_batch_00109_sirius_2746"	"C26H48NO7P"	"[M + Na]+"	"C26H48NO7P"	"Fatty acids"	0.998471677303314	"Glycerophospholipids"	0.9999680519104	"Glycerophosphocholines"	0.997665286064148	"1-acyl-sn-glycero-3-phosphocholines"	0.786361277103424	"Lysophosphatidylcholines"	0.930193841457367	"Glycerophosphocholines"	0.997468948364258	"Glycerophospholipids"	0.99873811006546	"Lipids and lipid-like molecules"	0.99980765581131	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2746	2746
"2552_mapp_batch_00109_sirius_2747"	"C19H34O4"	"[M - H2O + H]+"	"C19H32O3"	"Fatty acids"	0.978666305541992	"Fatty acyls"	0.89935702085495	"Fatty alcohols"	0.888935029506683	"Long-chain fatty acids"	0.0191955734044313	"Long-chain fatty acids"	0.0191955734044313	"Fatty acids and conjugates"	0.0210607256740332	"Fatty Acyls"	0.995863556861877	"Lipids and lipid-like molecules"	0.994918286800384	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Fatty alcohol esters; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Acetylides; Organic oxygen compounds; Chemical entities"	2747	2747
"2553_mapp_batch_00109_sirius_2748"	"C15H27NO9"	"[M - H2O + H]+"	"C15H25NO8"	"Carbohydrates"	0.071433998644352	"Small peptides"	0.242231905460358	"Aminosugars"	0.0754212811589241	"Amino acids"	0.974456965923309	"Amino acids and derivatives"	0.970222532749176	"Amino acids, peptides, and analogues"	0.967737972736359	"Carboxylic acids and derivatives"	0.999137997627258	"Organic acids and derivatives"	0.999917984008789	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2748	2748
"2554_mapp_batch_00109_sirius_2749"	"C19H25NO12"	"[M + H]+"	"C19H25NO12"	"Amino acids and Peptides"	0.635370135307312	"Amino acid glycosides"	0.294872850179672	"Cyanogenic glycosides"	0.353520452976227	"Amino acids"	0.84606146812439	"Amino acids and derivatives"	0.860305309295654	"Amino acids, peptides, and analogues"	0.861477315425873	"Carboxylic acids and derivatives"	0.999988436698914	"Organic acids and derivatives"	0.999997854232788	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Glucuronides; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2749	2749
"2555_mapp_batch_00109_sirius_2750"	"C10H19NO3"	"[M + H]+"	"C10H19NO3"	"Amino acids and Peptides"	0.981022417545319	"Small peptides"	0.980782687664032	"Dipeptides"	0.964482307434082	"N-acyl-alpha amino acids"	0.985923171043396	"Amino acids and derivatives"	0.987136602401733	"Amino acids, peptides, and analogues"	0.987249672412872	"Carboxylic acids and derivatives"	0.999980807304382	"Organic acids and derivatives"	0.999999284744263	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2750	2750
"2556_mapp_batch_00109_sirius_2751"	"C29H48O9"	"[M + K]+"	"C29H48O9"	"Fatty acids"	0.998132765293121	"Glycerolipids"	0.995593249797821	"Glycosylmonoacylglycerols"	0.114625029265881	"Glycosylglycerols"	0.855911076068878	NA	NA	"Glycosylglycerols"	0.855911076068878	"Glycerolipids"	0.99641352891922	"Lipids and lipid-like molecules"	0.997295439243317	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Glycosylglycerols; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	2751	2751
"2557_mapp_batch_00109_sirius_2753"	"C21H32N6O9"	"[M - H2O + H]+"	"C21H30N6O8"	"Carbohydrates"	0.851314842700958	"Polyols"	0.0582788363099098	"Amino cyclitols"	0.0993516892194748	"O-glycosyl compounds"	0.559499979019165	"Glycosyl compounds"	0.923406422138214	"Carbohydrates and carbohydrate conjugates"	0.769729375839233	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxamic acids; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Glycosyl compounds; O-glycosyl compounds; Amines; Cyclitols and derivatives; Cyclohexanols; Tetrahydrofurans; Carboximidamides; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2753	2753
"2558_mapp_batch_00109_sirius_2754"	"C28H49NO4"	"[M + K]+"	"C28H49NO4"	"Fatty acids"	0.725994765758514	"Steroids"	0.47298464179039	"Cholane steroids"	0.673361361026764	"Androstane steroids"	0.529576361179352	NA	NA	"Androstane steroids"	0.529576361179352	"Steroids and steroid derivatives"	0.446124345064163	"Lipids and lipid-like molecules"	0.894179940223694	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Androstane steroids; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2754	2754
"2560_mapp_batch_00109_sirius_2756"	"C15H27NO13"	"[M - H2O + H]+"	"C15H25NO12"	"Carbohydrates"	0.727946221828461	"Aminosugars and aminoglycosides"	0.503802537918091	"Disaccharides"	0.713586807250977	"Disaccharides"	0.455381989479065	"Disaccharides"	0.455381989479065	"Carbohydrates and carbohydrate conjugates"	0.998316764831543	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2756	2756
"2561_mapp_batch_00109_sirius_2757"	"C23H33N5O8"	"[M + H]+"	"C23H33N5O8"	"Terpenoids"	0.448793679475784	"Pseudoalkaloids"	0.510298490524292	"Purine nucleos(t)ides"	0.107968181371689	"N-acyl-alpha amino acids and derivatives"	0.506856143474579	"Amino acids and derivatives"	0.340249598026276	"Amino acids, peptides, and analogues"	0.313092678785324	"Carboxylic acids and derivatives"	0.899627089500427	"Organic acids and derivatives"	0.955722451210022	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Diazines; Acetals; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; 6-aminopurines; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2757	2757
"2563_mapp_batch_00109_sirius_2759"	"C42H80O11"	"[M + K]+"	"C42H80O11"	"Terpenoids"	0.995262265205383	"Triterpenoids"	0.780308485031128	"Dammarane and Protostane triterpenoids"	0.979475915431976	"Triterpenoids"	0.903509497642517	NA	NA	"Triterpenoids"	0.903509497642517	"Prenol lipids"	0.990837335586548	"Lipids and lipid-like molecules"	0.998578548431396	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Monosaccharides; Triterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; 3-hydroxysteroids; 3-beta-hydroxysteroids; 12-hydroxysteroids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; 14-alpha-methylsteroids; Organic oxygen compounds; Chemical entities"	2759	2759
"2564_mapp_batch_00109_sirius_2760"	"C21H27NO11"	"[M - H2O + H]+"	"C21H25NO10"	"Alkaloids"	0.784285306930542	"Amino acid glycosides"	0.876712322235107	"Cyanogenic glycosides"	0.416277587413788	"Saccharolipids"	0.578751623630524	NA	NA	NA	NA	"Saccharolipids"	0.578751623630524	"Lipids and lipid-like molecules"	0.0815472528338432	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Indole-3-acetic acid derivatives; Indolyl carboxylic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Substituted pyrroles; Polyols; Benzenoids; Indoles; Saccharolipids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2760	2760
"2565_mapp_batch_00109_sirius_2761"	"C24H44N4O4"	"[M - H2O + H]+"	"C24H42N4O3"	"Fatty acids"	0.43481969833374	"Fatty amides"	0.270934581756592	"N-acyl amines"	0.533192873001099	"N-acyl-L-alpha-amino acids"	0.42458838224411	"Amino acids and derivatives"	0.998047113418579	"Amino acids, peptides, and analogues"	0.99858546257019	"Carboxylic acids and derivatives"	0.999775469303131	"Organic acids and derivatives"	0.999986171722412	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2761	2761
"2566_mapp_batch_00109_sirius_2763"	"C12H14O8"	"[M + H]+"	"C12H14O8"	"Shikimates and Phenylpropanoids"	0.814464807510376	"Phenolic acids (C6-C1)"	0.56974470615387	"Simple phenolic acids"	0.475154846906662	"Phenolic glycosides"	0.572415709495544	"Glycosyl compounds"	0.716170489788055	"Carbohydrates and carbohydrate conjugates"	0.994119882583618	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Aldehydes; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Ethers; Benzoyl derivatives; Organooxygen compounds; Pentoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Benzoic acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	2763	2763
"2567_mapp_batch_00109_sirius_2764"	"C26H31N5O3S"	"[M + H]+"	"C26H31N5O3S"	"Alkaloids"	0.998317718505859	"Pseudoalkaloids"	0.589533805847168	"Pyridine alkaloids"	0.466499149799347	"Benzenesulfonamides"	0.891251623630524	NA	NA	"Benzenesulfonamides"	0.891251623630524	"Benzene and substituted derivatives"	0.937289834022522	"Benzenoids"	0.999104917049408	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonylureas; Toluenes; Sulfonyls; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Aminosulfonyl compounds; Tosyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	2764	2764
