"id_canopus"	"molecularFormula_canopus"	"adduct_canopus"	"precursorFormula_canopus"	"NPC#pathway_canopus"	"NPC#pathway Probability_canopus"	"NPC#superclass_canopus"	"NPC#superclass Probability_canopus"	"NPC#class_canopus"	"NPC#class Probability_canopus"	"ClassyFire#most specific class_canopus"	"ClassyFire#most specific class Probability_canopus"	"ClassyFire#level 5_canopus"	"ClassyFire#level 5 Probability_canopus"	"ClassyFire#subclass_canopus"	"ClassyFire#subclass Probability_canopus"	"ClassyFire#class_canopus"	"ClassyFire#class Probability_canopus"	"ClassyFire#superclass_canopus"	"ClassyFire#superclass probability_canopus"	"ClassyFire#all classifications_canopus"	"featureId_canopus"	"feature_id"
"1765_mapp_batch_00111_sirius_1899"	"C9H17NO7"	"[M + H]+"	"C9H17NO7"	"Carbohydrates"	0.604617059230804	"Aminosugars and aminoglycosides"	0.867060661315918	"Aminosugars"	0.913526237010956	"Amino acids"	0.734551787376404	"Amino acids and derivatives"	0.944403052330017	"Amino acids, peptides, and analogues"	0.938161134719849	"Carboxylic acids and derivatives"	0.849936306476593	"Organic acids and derivatives"	0.802221059799194	"Organic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Primary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1899	1899
"1766_mapp_batch_00111_sirius_1901"	"C16H23N5O5"	"[M + Na]+"	"C16H23N5O5"	"Amino acids and Peptides"	0.655987560749054	"Ornithine alkaloids"	0.476408898830414	"Polyamines"	0.309699535369873	"N-acyl-L-alpha-amino acids"	0.514836132526398	"Amino acids and derivatives"	0.8482905626297	"Amino acids, peptides, and analogues"	0.856908917427063	"Carboxylic acids and derivatives"	0.999834537506104	"Organic acids and derivatives"	0.999970078468323	"Organic compounds; Amino acids, peptides, and analogues; Styrenes; Coumaric acids and derivatives; Alpha amino acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Cinnamic acid amides; Carboximidamides; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1901	1901
"1768_mapp_batch_00111_sirius_1904"	"C38H59N3O6"	"[M - H2O + H]+"	"C38H57N3O5"	"Alkaloids"	0.248937368392944	"Linear polyketides"	0.243900567293167	"Open-chain polyketides"	0.240875422954559	"Amino acids and derivatives"	0.664998769760132	"Amino acids and derivatives"	0.664998769760132	"Amino acids, peptides, and analogues"	0.64715975522995	"Carboxylic acids and derivatives"	0.993251979351044	"Organic acids and derivatives"	0.998319327831268	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1904	1904
"1769_mapp_batch_00111_sirius_1905"	"C15H26O2"	"[M - H2O + H]+"	"C15H24O"	"Terpenoids"	0.993225872516632	"Sesquiterpenoids"	0.96804291009903	"Eudesmane sesquiterpenoids"	0.236740872263908	"Sesquiterpenoids"	0.765808403491974	NA	NA	"Sesquiterpenoids"	0.765808403491974	"Prenol lipids"	0.872041523456573	"Lipids and lipid-like molecules"	0.759214699268341	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Sesquiterpenoids; Secondary alcohols; Tertiary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1905	1905
"1770_mapp_batch_00111_sirius_1906"	"C16H12O7"	"[M + Na]+"	"C16H12O7"	"Shikimates and Phenylpropanoids"	0.99336302280426	"Flavonoids"	0.998972654342651	"Flavonols"	0.970896303653717	"Flavonoid O-glycosides"	0.956137657165527	"Flavonoid O-glycosides"	0.956137657165527	"Flavonoid glycosides"	0.854364693164825	"Flavonoids"	0.99139928817749	"Phenylpropanoids and polyketides"	0.97982269525528	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Monosaccharides; Flavonoid O-glycosides; Flavones; Carbonyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	1906	1906
"1772_mapp_batch_00111_sirius_1909"	"C9H8O3"	"[M + H]+"	"C9H8O3"	"Shikimates and Phenylpropanoids"	0.999420762062073	"Phenylpropanoids (C6-C3)"	0.998922646045685	"Cinnamic acids and derivatives"	0.996681153774262	"Coumaric acids"	0.99679034948349	"Coumaric acids and derivatives"	0.995270192623138	"Hydroxycinnamic acids and derivatives"	0.998295724391937	"Cinnamic acids and derivatives"	0.99791008234024	"Phenylpropanoids and polyketides"	0.999895691871643	"Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"	1909	1909
"1773_mapp_batch_00111_sirius_1910"	"C13H26O3"	"[M - H2O + H]+"	"C13H24O2"	"Fatty acids"	0.9140744805336	"Fatty Acids and Conjugates"	0.654994010925293	"Hydroxy fatty acids"	0.486156314611435	"Fatty alcohols"	0.750968813896179	NA	NA	"Fatty alcohols"	0.750968813896179	"Fatty Acyls"	0.944210827350616	"Lipids and lipid-like molecules"	0.948242127895355	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1910	1910
"1774_mapp_batch_00111_sirius_1911"	"C22H37N5O5"	"[M - H2O + H]+"	"C22H35N5O4"	"Amino acids and Peptides"	0.47313579916954	"Small peptides"	0.431193172931671	"Tripeptides"	0.385418176651001	"N-acyl-alpha amino acids and derivatives"	0.943983018398285	"Amino acids and derivatives"	0.877550065517426	"Amino acids, peptides, and analogues"	0.893860459327698	"Carboxylic acids and derivatives"	0.986836671829224	"Organic acids and derivatives"	0.989572167396545	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Alanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1911	1911
"1777_mapp_batch_00111_sirius_1915"	"C23H31N5O6"	"[M + H]+"	"C23H31N5O6"	"Terpenoids"	0.500892281532288	"Pseudoalkaloids"	0.141920030117035	"Polyamines"	0.0710367485880852	"Amino acids and derivatives"	0.808789074420929	"Amino acids and derivatives"	0.808789074420929	"Amino acids, peptides, and analogues"	0.813374817371368	"Carboxylic acids and derivatives"	0.817415416240692	"Organic acids and derivatives"	0.892289280891418	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Cyclic alcohols and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Primary amines; Tertiary alkylarylamines; Vinylogous acids; Dialkylarylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1915	1915
"1778_mapp_batch_00111_sirius_1916"	"C14H26O10"	"[M + K]+"	"C14H26O10"	"Fatty acids"	0.81964498758316	"Fatty acyl glycosides"	0.79119211435318	"Fatty acyl glycosides of mono- and disaccharides"	0.768938362598419	"Saccharolipids"	0.834643006324768	NA	NA	NA	NA	"Saccharolipids"	0.834643006324768	"Lipids and lipid-like molecules"	0.988536596298218	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1916	1916
"1779_mapp_batch_00111_sirius_1917"	"C20H31N5O3"	"[M + H]+"	"C20H31N5O3"	"Alkaloids"	0.285664826631546	"Pseudoalkaloids"	0.125443696975708	"Purine alkaloids"	0.0647837221622467	"Aminopyrimidines and derivatives"	0.71051287651062	"Aminopyrimidines and derivatives"	0.71051287651062	"Pyrimidines and pyrimidine derivatives"	0.891822457313538	"Diazines"	0.833270251750946	"Organoheterocyclic compounds"	0.962638914585114	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1917	1917
"1780_mapp_batch_00111_sirius_1918"	"C14H30O8"	"[M + H]+"	"C14H30O8"	"Fatty acids"	0.993997573852539	"Glycerolipids"	0.982551157474518	"Monoacylglycerols"	0.985066890716553	"Polyethylene glycols"	0.999376118183136	"Dialkyl ethers"	0.999934196472168	"Ethers"	0.999970436096191	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1918	1918
"1781_mapp_batch_00111_sirius_1920"	"C24H47NO4"	"[M + H]+"	"C24H47NO4"	"Fatty acids"	0.840546667575836	"Fatty amides"	0.609925627708435	"N-acyl amines"	0.677890062332153	"N-acyl-alpha amino acids"	0.513693034648895	"Amino acids and derivatives"	0.978020131587982	"Amino acids, peptides, and analogues"	0.979375183582306	"Carboxylic acids and derivatives"	0.99982762336731	"Organic acids and derivatives"	0.999943494796753	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1920	1920
"1782_mapp_batch_00111_sirius_1921"	"C13H16O4"	"[M - H2O + H]+"	"C13H14O3"	"Shikimates and Phenylpropanoids"	0.99716705083847	"Phenylpropanoids (C6-C3)"	0.712851464748383	"Cinnamic acids and derivatives"	0.532575964927673	"Anisoles"	0.971093773841858	NA	NA	"Anisoles"	0.971093773841858	"Phenol ethers"	0.985606372356415	"Benzenoids"	0.999514818191528	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Primary alcohols; Organooxygen compounds; Secondary alcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; 1,2-diols; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	1921	1921
"1783_mapp_batch_00111_sirius_1923"	"C22H32O10"	"[M - H2O + H]+"	"C22H30O9"	"Terpenoids"	0.932254433631897	"Apocarotenoids"	0.946825504302978	"Apocarotenoids(ε-)"	0.613972961902618	"Abscisic acids and derivatives"	0.89688915014267	"Abscisic acids and derivatives"	0.89688915014267	"Sesquiterpenoids"	0.771277248859406	"Prenol lipids"	0.855537176132202	"Lipids and lipid-like molecules"	0.974172830581665	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; 1,3-dicarbonyl compounds; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Abscisic acids and derivatives; Polyols; Cyclic ketones; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	1923	1923
"1784_mapp_batch_00111_sirius_1924"	"C26H37N4O10P"	"[M + H]+"	"C26H37N4O10P"	"Alkaloids"	0.348275750875473	"Nucleosides"	0.180510774254799	"Pyrimidine nucleos(t)ides"	0.356213539838791	"Flavins"	0.627472579479218	"Flavins"	0.627472579479218	"Alloxazines and isoalloxazines"	0.45591402053833	"Pteridines and derivatives"	0.0260435827076435	"Organoheterocyclic compounds"	0.999416947364807	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Flavins; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Polyols; Benzenoids; Amines; Alkyl phosphates; Monoalkyl phosphates; Organic cations; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1924	1924
"1787_mapp_batch_00111_sirius_1929"	"C20H27BO3"	"[M + H]+"	"C20H27BO3"	"Terpenoids"	0.68984991312027	"Monoterpenoids"	0.826159775257111	"Pinane monoterpenoids"	0.639192402362823	"Benzene and substituted derivatives"	0.93611353635788	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.93611353635788	"Benzenoids"	0.90119057893753	"Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Boronic acid esters; Organometalloid compounds; Dioxaborolanes; Benzene and substituted derivatives; Benzenoids; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1929	1929
"1788_mapp_batch_00111_sirius_1930"	"C18H31NO"	"[M + H]+"	"C18H31NO"	"Fatty acids"	0.983071506023407	"Fatty amides"	0.979727506637573	"N-acyl amines"	0.832021772861481	"N-acylethanolamines"	4.94138419071533e-07	"Alkanolamines"	1.0850443459276e-06	"Amines"	0.00226093758828938	"Organonitrogen compounds"	0.99999988079071	"Organic nitrogen compounds"	1	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1930	1930
"1789_mapp_batch_00111_sirius_1931"	"C26H25FN4O4"	"[M - H2O + H]+"	"C26H23FN4O3"	"Alkaloids"	0.986827969551086	"Anthranilic acid alkaloids"	0.465327113866806	"Pyridine alkaloids"	0.161395743489265	"Hydroquinolones"	0.818869590759277	"Hydroquinolones"	0.818869590759277	"Quinolones and derivatives"	0.844879865646362	"Quinolines and derivatives"	0.769514441490173	"Organoheterocyclic compounds"	0.99895977973938	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Quinolones and derivatives; Pyrimidines and pyrimidine derivatives; Pyridines and derivatives; Alkyl aryl ethers; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Quinolines and derivatives; Pyridinecarboxylic acids and derivatives; Diazines; Organofluorides; Secondary carboxylic acid amides; Hydroquinolines; Hydroquinolones; Benzene and substituted derivatives; Pyridinecarboxylic acids; Benzenoids; Aryl halides; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1931	1931
"1791_mapp_batch_00111_sirius_1933"	"C15H27NO9"	"[M + H]+"	"C15H27NO9"	"Amino acids and Peptides"	0.994985580444336	"Amino acid glycosides"	0.947756707668304	"Cyanogenic glycosides"	0.842158854007721	"Cyanogenic glycosides"	0.966059565544128	"Glycosyl compounds"	0.998668074607849	"Carbohydrates and carbohydrate conjugates"	0.999950289726257	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyanogenic glycosides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1933	1933
"1792_mapp_batch_00111_sirius_1934"	"C9H19N5O4"	"[M + Na]+"	"C9H19N5O4"	"Amino acids and Peptides"	0.60773366689682	"Small peptides"	0.619774639606476	"Polyamines"	0.202854141592979	"Alpha amino acids and derivatives"	0.619148135185242	"Amino acids and derivatives"	0.52568644285202	"Amino acids, peptides, and analogues"	0.518277883529663	"Carboxylic acids and derivatives"	0.619267642498016	"Organic acids and derivatives"	0.599550127983093	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1934	1934
"1793_mapp_batch_00111_sirius_1935"	"C15H20O4"	"[M - H2O + H]+"	"C15H18O3"	"Terpenoids"	0.999704778194428	"Apocarotenoids"	0.994650781154633	"Apocarotenoids(ε-)"	0.36702686548233	"Abscisic acids and derivatives"	0.911855638027191	"Abscisic acids and derivatives"	0.911855638027191	"Sesquiterpenoids"	0.927946627140045	"Prenol lipids"	0.982022821903229	"Lipids and lipid-like molecules"	0.963901162147522	"Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Sesquiterpenoids; Tertiary alcohols; Carbonyl compounds; Abscisic acids and derivatives; Medium-chain fatty acids; Cyclic ketones; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	1935	1935
"1794_mapp_batch_00111_sirius_1936"	"C8H8O"	"[M + H]+"	"C8H8O"	"Shikimates and Phenylpropanoids"	0.99393230676651	"Phenylpropanoids (C6-C3)"	0.936449706554413	"Cinnamic acids and derivatives"	0.908898591995239	"Styrenes"	0.575589835643768	NA	NA	"Styrenes"	0.575589835643768	"Benzene and substituted derivatives"	0.995782375335693	"Benzenoids"	0.999877452850342	"Organic compounds; Styrenes; Aldehydes; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"	1936	1936
"1796_mapp_batch_00111_sirius_1939"	"C23H24O6"	"[M + H]+"	"C23H24O6"	"Shikimates and Phenylpropanoids"	0.997925281524658	"Lignans"	0.34010973572731	"Monomeric stilbenes"	0.0786562711000443	"Furofuran lignans"	0.00497782509773969	NA	NA	"Furofuran lignans"	0.00497782509773969	"Furanoid lignans"	0.0315109491348267	"Lignans, neolignans and related compounds"	0.218952476978302	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	1939	1939
"1797_mapp_batch_00111_sirius_1940"	"C13H22O"	"[M - H2O + H]+"	"C13H20"	"Terpenoids"	0.749501645565033	"Apocarotenoids"	0.617340564727783	"Apocarotenoids(ε-)"	0.532859444618225	"Prenol lipids"	0.45799395442009	NA	NA	NA	NA	"Prenol lipids"	0.45799395442009	"Lipids and lipid-like molecules"	0.529998064041138	"Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1940	1940
"1799_mapp_batch_00111_sirius_1942"	"C11H16N8O8"	"[M + Na]+"	"C11H16N8O8"	"Amino acids and Peptides"	0.287857115268707	"Small peptides"	0.551356196403503	"Dipeptides"	0.428395003080368	"Aspartic acid and derivatives"	0.529665410518646	"Amino acids and derivatives"	0.950539708137512	"Amino acids, peptides, and analogues"	0.948750913143158	"Carboxylic acids and derivatives"	0.966289222240448	"Organic acids and derivatives"	0.997785449028015	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Azoles; Carboxylic acids; Orthocarboxylic acid derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Ortho amides; Organic zwitterions; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1942	1942
"1800_mapp_batch_00111_sirius_1944"	"C22H32O10"	"[M + Na]+"	"C22H32O10"	"Terpenoids"	0.964581668376923	"Sesquiterpenoids"	0.82856547832489	"Germacrane sesquiterpenoids"	0.439093261957169	"Terpene glycosides"	0.607129156589508	NA	NA	"Terpene glycosides"	0.607129156589508	"Prenol lipids"	0.751414775848389	"Lipids and lipid-like molecules"	0.826688945293427	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; 1,3-dicarbonyl compounds; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1944	1944
"1801_mapp_batch_00111_sirius_1946"	"C9H14O7"	"[M + Na]+"	"C9H14O7"	"Shikimates and Phenylpropanoids"	0.460155248641968	"Phenolic acids (C6-C1)"	0.541849195957184	"Dicarboxylic acids"	0.329871624708176	"Tricarboxylic acids and derivatives"	0.62282407283783	NA	NA	"Tricarboxylic acids and derivatives"	0.62282407283783	"Carboxylic acids and derivatives"	0.99815183877945	"Organic acids and derivatives"	0.99939227104187	"Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1946	1946
