"smiles_sirius"	"confidenceRank_sirius"	"structurePerIdRank_sirius"	"formulaRank_sirius"	"#adducts_sirius"	"#predictedFPs_sirius"	"ConfidenceScore_sirius"	"CSI:FingerIDScore_sirius"	"ZodiacScore_sirius"	"SiriusScore_sirius"	"molecularFormula_sirius"	"adduct_sirius"	"InChIkey2D_sirius"	"InChI_sirius"	"name_sirius"	"xlogp_sirius"	"pubchemids_sirius"	"links_sirius"	"dbflags_sirius"	"ionMass_sirius"	"retentionTimeInSeconds_sirius"	"id_sirius"	"featureId_sirius"	"chebiid_sirius"	"chebiasciiname_sirius"	"searchscore_sirius"	"entitystar_sirius"	"feature_id"
"CC1C(C(C(=O)OC2CCN3C2C(=CC3)COC(=O)C1(C)O)(CO)O)C"	1871	1	1	1	2	"0.14892504514949131"	-260.75820984463	1	32.1579893345004	"C18H27NO7"	"[M + H]+"	"KWEQCWXCFQWUQU"	"InChI=1S/C18H27NO7/c1-10-11(2)18(24,9-20)16(22)26-13-5-7-19-6-4-12(14(13)19)8-25-15(21)17(10,3)23/h4,10-11,13-14,20,23-24H,5-9H2,1-3H3"	"Sceleratin"	-0.100000001	"165417;53462821;91746669;102004938;101949639"	"COCONUT:(CNP0302747);Natural Products:(UNPD5910);PubChem class - safety and toxic;PubChem:(165417 53462821 91746669 102004938 101949639);SuperNatural:(SN00339158)"	70287362	370.185791015625	104.41311	"2908_mapp_batch_00111_sirius_3320"	3320	NA	NA	NA	NA	3320
"CC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)O)NC(=O)C"	1574	1	1	1	2	"0.18769929476914402"	-117.669396040899	0.998492462311558	40.0478963590271	"C15H27NO10"	"[M + H]+"	"ZAJNFTOZCLHUJO"	"InChI=1S/C15H27NO10/c1-5-9(16-6(2)19)14(11(21)8(4-18)24-5)26-15-13(23)12(22)10(20)7(3-17)25-15/h5,7-15,17-18,20-23H,3-4H2,1-2H3,(H,16,19)"	"null"	-3.20000005	"59153975;57915202;68356042;70930774;70963240;89669288;90308469;90347657;90349523;89983916;100945920"	"PubChem:(59153975 57915202 68356042 70930774 70963240 89669288 90308469 90347657 90349523 89983916 100945920);CHEBI:(62633)"	34	382.170074462891	109.67058	"2648_mapp_batch_00111_sirius_3000"	3000	NA	NA	NA	NA	3000
"CC1C(C(C(C(O1)O)O)O)NC2=CC(=C(C(C2O)O)O)CO"	2087	1	1	2	2	"0.11917717155152198"	-305.960463128841	1	75.3362511726767	"C13H21NO8"	"[M - H2O + H]+"	"YDPYOPGIRXGHHN"	"InChI=1S/C13H21NO8/c1-4-7(10(18)12(20)13(21)22-4)14-6-2-5(3-15)8(16)11(19)9(6)17/h2,4,7,9-21H,3H2,1H3"	"(2R,3R,4S,5S)-6-methyl-5-[[(5R,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohexa-1,3-dien-1-yl]amino]oxane-2,3,4-triol"	-3.4000001	"444554;444555"	"PubChem:(444554 444555);PubChem class - bio and metabolites"	16777218	302.123107910156	156.737604	"1458_mapp_batch_00111_sirius_1588"	1588	NA	NA	NA	NA	1588
"CC1C(C(C(C(O1)OC(=O)C=CC2=CC=C(C=C2)O)O)O)O"	204	1	1	2	2	"0.6274623626168843"	-47.7506242994832	1	48.4335997289613	"C15H18O7"	"[M - H2O + H]+"	"VEGOPIRPQIZFRD"	"InChI=1S/C15H18O7/c1-8-12(18)13(19)14(20)15(21-8)22-11(17)7-4-9-2-5-10(16)6-3-9/h2-8,12-16,18-20H,1H3"	"1-(4-Coumaroyl)alpha-rhamnopyranose"	0.200000003	"5316121;6438942;22524169;69163563"	"COCONUT:(CNP0316127);Natural Products:(UNPD134971);PubChem:(5316121 6438942 22524169 69163563);SuperNatural:(SN00157758);MeSH:(6438942);PubMed"	3178566	293.101837158203	222.533916	"1646_mapp_batch_00111_sirius_1780"	1780	NA	NA	NA	NA	1780
"CC1C(C(C(C(O1)OC(=O)C=CC2=CC=C(C=C2)O)O)O)O"	177	1	1	2	2	"0.6720551001288245"	-51.2673361043174	1	41.4839284218552	"C15H18O7"	"[M - H2O + H]+"	"VEGOPIRPQIZFRD"	"InChI=1S/C15H18O7/c1-8-12(18)13(19)14(20)15(21-8)22-11(17)7-4-9-2-5-10(16)6-3-9/h2-8,12-16,18-20H,1H3"	"1-(4-Coumaroyl)alpha-rhamnopyranose"	0.200000003	"5316121;6438942;22524169;69163563"	"COCONUT:(CNP0316127);Natural Products:(UNPD134971);PubChem:(5316121 6438942 22524169 69163563);SuperNatural:(SN00157758);MeSH:(6438942);PubMed"	3178566	293.101791381836	262.065522	"1451_mapp_batch_00111_sirius_1581"	1581	NA	NA	NA	NA	1581
"CC1C(C(C(C(O1)OC(=O)C=CC2=CC=C(C=C2)O)O)O)O"	157	1	1	2	2	"0.7007181301706265"	-52.4848877379456	1	35.1647831460786	"C15H18O7"	"[M - H2O + H]+"	"VEGOPIRPQIZFRD"	"InChI=1S/C15H18O7/c1-8-12(18)13(19)14(20)15(21-8)22-11(17)7-4-9-2-5-10(16)6-3-9/h2-8,12-16,18-20H,1H3"	"1-(4-Coumaroyl)alpha-rhamnopyranose"	0.200000003	"5316121;6438942;22524169;69163563"	"COCONUT:(CNP0316127);Natural Products:(UNPD134971);PubChem:(5316121 6438942 22524169 69163563);SuperNatural:(SN00157758);MeSH:(6438942);PubMed"	3178566	293.10205078125	213.836226	"1470_mapp_batch_00111_sirius_1600"	1600	NA	NA	NA	NA	1600
"CC1C(C(C(C(O1)OC2=C(C=C(C=C2)C3C(C4=C(O3)C=CC(=C4)CCCO)CO)OC)O)O)O"	418	1	1	1	1	"0.46787683495477683"	-85.335180267406	0	56.9625118407485	"C25H32O9"	"[M + H]+"	"PDQGYVCKZBLBGA"	"InChI=1S/C25H32O9/c1-13-21(28)22(29)23(30)25(32-13)34-19-8-6-15(11-20(19)31-2)24-17(12-27)16-10-14(4-3-9-26)5-7-18(16)33-24/h5-8,10-11,13,17,21-30H,3-4,9,12H2,1-2H3"	"null"	0.800000012	"71500881;72948048"	"COCONUT:(CNP0339678);Natural Products:(UNPD213241 UNPD229334);PubChem:(71500881 72948048)"	2129922	477.211273193359	214.909428	"2576_mapp_batch_00111_sirius_2924"	2924	NA	NA	NA	NA	2924
"CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3O)OC)O)C4=CC=C(C=C4)O)O)O)O"	509	1	1	2	2	"0.42734075907199154"	-11.7629794400717	1	42.4420542170816	"C22H22O11"	"[M + H]+"	"SSVHQKZUFBBLJY"	"InChI=1S/C22H22O11/c1-8-14(25)17(28)18(29)22(31-8)33-21-16(27)13-11(24)7-12(30-2)15(26)20(13)32-19(21)9-3-5-10(23)6-4-9/h3-8,14,17-18,22-26,28-29H,1-2H3"	"null"	1.20000005	"38357477"	"COCONUT:(CNP0241030);PubChem:(38357477);SuperNatural:(SN00029530);ZINC bio:(ZINC31164103);additional;Training Set"	3694594	463.123797872792	223.339536	"2647_mapp_batch_00111_sirius_2999"	2999	NA	NA	NA	NA	2999
"CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3O)OC)O)C4=CC=C(C=C4)O)O)O)O"	508	1	1	2	2	"0.42734076161726553"	-11.7629794400717	1	49.0141773483615	"C22H22O11"	"[M + H]+"	"SSVHQKZUFBBLJY"	"InChI=1S/C22H22O11/c1-8-14(25)17(28)18(29)22(31-8)33-21-16(27)13-11(24)7-12(30-2)15(26)20(13)32-19(21)9-3-5-10(23)6-4-9/h3-8,14,17-18,22-26,28-29H,1-2H3"	"null"	1.20000005	"38357477"	"COCONUT:(CNP0241030);PubChem:(38357477);SuperNatural:(SN00029530);ZINC bio:(ZINC31164103);additional;Training Set"	3694594	463.123870849609	223.339536	"3296_mapp_batch_00111_sirius_3807"	3807	NA	NA	NA	NA	3807
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O"	229	1	1	2	2	"0.6023606410776351"	-1.71470722217609	1	27.486774066054	"C21H20O11"	"[M + H]+"	"OXGUCUVFOIWWQJ"	"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3"	"Quercetrin"	0.899999976	"5702146;5280459;5320477;5320852;5320854;5353915;5359430;6325794;6710619;12314855;12314856;10072329;15939939;11972444;16667665;16758176;18604930;21550894;23304560;25141341;25200492;26339717;25203748;24211982;40486293;44259217;49792009;49847482;51402819;51402820;51403177;51403178;54174440;69916642;90882953;89864329;124540693;124425448"	"HMDB:(33751 135149);SuperNatural:(SN00313212 SN00285196 SN00011119 SN00344679 SN00158038 SN00168194 SN00143392 SN00157305 SN00007321 SN00342277 SN00011169 SN00011170 SN00160584 SN00258233 SN00011118 SN00006215);ZINC bio:(ZINC03977894 ZINC04175638 ZINC04349611 ZINC04349617 ZINC04416338 ZINC04416340 ZINC04416342 ZINC04416344);additional;HSDB:(522-12-3);MeSH:(5280459 5353915 6325794 18604930);Plantcyc:(CPD-8013);PubMed;NORMAN:(NS00006156);COCONUT:(CNP0076524 CNP0171505 CNP0389368);KNApSAcK:(5374);Natural Products:(UNPD43342 UNPD65285 UNPD126494 UNPD196593 UNPD142887 UNPD186275 UNPD32404 UNPD75712 UNPD71038 UNPD84179 UNPD197814 UNPD26577 UNPD155881);PubChem:(5702146 5280459 5320477 5320852 5320854 5353915 5359430 6325794 6710619 12314855 12314856 10072329 15939939 11972444 16667665 16758176 18604930 21550894 23304560 25141341 25200492 26339717 25203748 24211982 40486293 44259217 49792009 49847482 51402819 51402820 51403177 51403178 54174440 69916642 90882953 89864329 124540693 124425448);YMDB Mine;CHEBI:(75886 17558 110203 76060 58192 75863);PubChem class - bio and metabolites;KEGG:(C01750);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-8013 QUERCITRIN)"	34447747966	449.107269287109	202.995294	"5_mapp_batch_00111_sirius_5"	5	NA	NA	NA	NA	5
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O"	306	1	1	2	2	"0.531287355450266"	-3.25042955071953	1	33.6970847805108	"C21H20O11"	"[M + H]+"	"OXGUCUVFOIWWQJ"	"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3"	"Quercetrin"	0.899999976	"5702146;5280459;5320477;5320852;5320854;5353915;5359430;6325794;6710619;12314855;12314856;10072329;15939939;11972444;16667665;16758176;18604930;21550894;23304560;25141341;25200492;26339717;25203748;24211982;40486293;44259217;49792009;49847482;51402819;51402820;51403177;51403178;54174440;69916642;90882953;89864329;124540693;124425448"	"HMDB:(33751 135149);SuperNatural:(SN00313212 SN00285196 SN00011119 SN00344679 SN00158038 SN00168194 SN00143392 SN00157305 SN00007321 SN00342277 SN00011169 SN00011170 SN00160584 SN00258233 SN00011118 SN00006215);ZINC bio:(ZINC03977894 ZINC04175638 ZINC04349611 ZINC04349617 ZINC04416338 ZINC04416340 ZINC04416342 ZINC04416344);additional;HSDB:(522-12-3);MeSH:(5280459 5353915 6325794 18604930);Plantcyc:(CPD-8013);PubMed;NORMAN:(NS00006156);COCONUT:(CNP0076524 CNP0171505 CNP0389368);KNApSAcK:(5374);Natural Products:(UNPD43342 UNPD65285 UNPD126494 UNPD196593 UNPD142887 UNPD186275 UNPD32404 UNPD75712 UNPD71038 UNPD84179 UNPD197814 UNPD26577 UNPD155881);PubChem:(5702146 5280459 5320477 5320852 5320854 5353915 5359430 6325794 6710619 12314855 12314856 10072329 15939939 11972444 16667665 16758176 18604930 21550894 23304560 25141341 25200492 26339717 25203748 24211982 40486293 44259217 49792009 49847482 51402819 51402820 51403177 51403178 54174440 69916642 90882953 89864329 124540693 124425448);YMDB Mine;CHEBI:(75886 17558 110203 76060 58192 75863);PubChem class - bio and metabolites;KEGG:(C01750);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-8013 QUERCITRIN)"	34447747966	449.107870662914	212.343984	"2405_mapp_batch_00111_sirius_2685"	2685	NA	NA	NA	NA	2685
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O"	326	1	1	1	1	"0.5203789626613143"	-2.82373957741312	0.998492462311558	15.6327464641335	"C21H20O11"	"[M + Na]+"	"OXGUCUVFOIWWQJ"	"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3"	"Quercetrin"	0.899999976	"5702146;5280459;5320477;5320852;5320854;5353915;5359430;6325794;6710619;12314855;12314856;10072329;15939939;11972444;16667665;16758176;18604930;21550894;23304560;25141341;25200492;26339717;25203748;24211982;40486293;44259217;49792009;49847482;51402819;51402820;51403177;51403178;54174440;69916642;90882953;89864329;124540693;124425448"	"HMDB:(33751 135149);SuperNatural:(SN00313212 SN00285196 SN00011119 SN00344679 SN00158038 SN00168194 SN00143392 SN00157305 SN00007321 SN00342277 SN00011169 SN00011170 SN00160584 SN00258233 SN00011118 SN00006215);ZINC bio:(ZINC03977894 ZINC04175638 ZINC04349611 ZINC04349617 ZINC04416338 ZINC04416340 ZINC04416342 ZINC04416344);additional;HSDB:(522-12-3);MeSH:(5280459 5353915 6325794 18604930);Plantcyc:(CPD-8013);PubMed;NORMAN:(NS00006156);COCONUT:(CNP0076524 CNP0171505 CNP0389368);KNApSAcK:(5374);Natural Products:(UNPD43342 UNPD65285 UNPD126494 UNPD196593 UNPD142887 UNPD186275 UNPD32404 UNPD75712 UNPD71038 UNPD84179 UNPD197814 UNPD26577 UNPD155881);PubChem:(5702146 5280459 5320477 5320852 5320854 5353915 5359430 6325794 6710619 12314855 12314856 10072329 15939939 11972444 16667665 16758176 18604930 21550894 23304560 25141341 25200492 26339717 25203748 24211982 40486293 44259217 49792009 49847482 51402819 51402820 51403177 51403178 54174440 69916642 90882953 89864329 124540693 124425448);YMDB Mine;CHEBI:(75886 17558 110203 76060 58192 75863);PubChem class - bio and metabolites;KEGG:(C01750);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-8013 QUERCITRIN)"	34447747966	471.088797069731	203.65104	"2469_mapp_batch_00111_sirius_2786"	2786	NA	NA	NA	NA	2786
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O"	254	1	1	2	2	"0.5817425842248046"	-2.01698633046016	0.998492462311558	44.8985798735312	"C21H20O11"	"[M + H]+"	"OXGUCUVFOIWWQJ"	"InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3"	"Quercetrin"	0.899999976	"5702146;5280459;5320477;5320852;5320854;5353915;5359430;6325794;6710619;12314855;12314856;10072329;15939939;11972444;16667665;16758176;18604930;21550894;23304560;25141341;25200492;26339717;25203748;24211982;40486293;44259217;49792009;49847482;51402819;51402820;51403177;51403178;54174440;69916642;90882953;89864329;124540693;124425448"	"HMDB:(33751 135149);SuperNatural:(SN00313212 SN00285196 SN00011119 SN00344679 SN00158038 SN00168194 SN00143392 SN00157305 SN00007321 SN00342277 SN00011169 SN00011170 SN00160584 SN00258233 SN00011118 SN00006215);ZINC bio:(ZINC03977894 ZINC04175638 ZINC04349611 ZINC04349617 ZINC04416338 ZINC04416340 ZINC04416342 ZINC04416344);additional;HSDB:(522-12-3);MeSH:(5280459 5353915 6325794 18604930);Plantcyc:(CPD-8013);PubMed;NORMAN:(NS00006156);COCONUT:(CNP0076524 CNP0171505 CNP0389368);KNApSAcK:(5374);Natural Products:(UNPD43342 UNPD65285 UNPD126494 UNPD196593 UNPD142887 UNPD186275 UNPD32404 UNPD75712 UNPD71038 UNPD84179 UNPD197814 UNPD26577 UNPD155881);PubChem:(5702146 5280459 5320477 5320852 5320854 5353915 5359430 6325794 6710619 12314855 12314856 10072329 15939939 11972444 16667665 16758176 18604930 21550894 23304560 25141341 25200492 26339717 25203748 24211982 40486293 44259217 49792009 49847482 51402819 51402820 51403177 51403178 54174440 69916642 90882953 89864329 124540693 124425448);YMDB Mine;CHEBI:(75886 17558 110203 76060 58192 75863);PubChem class - bio and metabolites;KEGG:(C01750);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-8013 QUERCITRIN)"	34447747966	449.107491048177	202.995294	"1974_mapp_batch_00111_sirius_2169"	2169	NA	NA	NA	NA	2169
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O"	407	1	1	2	2	"0.4734656892910903"	-4.39618672864711	1	46.3043759561231	"C21H20O10"	"[M + H]+"	"SOSLMHZOJATCCP"	"InChI=1S/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3"	"Afzelin"	1.20000005	"5835713;5316673;5318763;11133801;15558499;15558501;11968667;11972391;21550855;22838616;44258913;68796250;90002509;90353299;89405710;135398081"	"HMDB:(127485);SuperNatural:(SN00143283 SN00332703 SN00307729 SN00333064 SN00272364 SN00021352 SN00371877 SN00166963 SN00255402 SN00341302 SN00161844);ZINC bio:(ZINC15657732);additional;MeSH:(5316673 15558501 22838616);Plantcyc:(CPD1F-461);PubMed;COCONUT:(CNP0076998 CNP0167643 CNP0210041);KNApSAcK:(5140);Natural Products:(UNPD37976 UNPD42671 UNPD173865 UNPD147690 UNPD152260 UNPD47447 UNPD71600 UNPD129585 UNPD190801);PubChem:(5835713 5316673 5318763 11133801 15558499 15558501 11968667 11972391 21550855 22838616 44258913 68796250 90002509 90353299 89405710 135398081);YMDB Mine;CHEBI:(80790 144433);PubChem class - bio and metabolites;KEGG:(C16911);Training Set;Biocyc:(CPD1F-461)"	34380376446	433.11334286096	219.83706	"2848_mapp_batch_00111_sirius_3259"	3259	"CHEBI:182383"	"Kaempferol-3-O-rhamnoside"	"1.95"	"2"	3259
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O"	426	1	1	2	2	"0.4639498718338639"	-4.62126723316811	1	28.2324832968127	"C21H20O10"	"[M + H]+"	"SOSLMHZOJATCCP"	"InChI=1S/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3"	"Afzelin"	1.20000005	"5835713;5316673;5318763;11133801;15558499;15558501;11968667;11972391;21550855;22838616;44258913;68796250;90002509;90353299;89405710;135398081"	"HMDB:(127485);SuperNatural:(SN00143283 SN00332703 SN00307729 SN00333064 SN00272364 SN00021352 SN00371877 SN00166963 SN00255402 SN00341302 SN00161844);ZINC bio:(ZINC15657732);additional;MeSH:(5316673 15558501 22838616);Plantcyc:(CPD1F-461);PubMed;COCONUT:(CNP0076998 CNP0167643 CNP0210041);KNApSAcK:(5140);Natural Products:(UNPD37976 UNPD42671 UNPD173865 UNPD147690 UNPD152260 UNPD47447 UNPD71600 UNPD129585 UNPD190801);PubChem:(5835713 5316673 5318763 11133801 15558499 15558501 11968667 11972391 21550855 22838616 44258913 68796250 90002509 90353299 89405710 135398081);YMDB Mine;CHEBI:(80790 144433);PubChem class - bio and metabolites;KEGG:(C16911);Training Set;Biocyc:(CPD1F-461)"	34380376446	433.113494873047	219.83706	"49_mapp_batch_00111_sirius_49"	49	"CHEBI:182383"	"Kaempferol-3-O-rhamnoside"	"1.95"	"2"	49
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O"	616	1	1	1	1	"0.3841199067360994"	-6.17197268823954	1	28.3738685385894	"C21H20O10"	"[M + Na]+"	"SOSLMHZOJATCCP"	"InChI=1S/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3"	"Afzelin"	1.20000005	"5835713;5316673;5318763;11133801;15558499;15558501;11968667;11972391;21550855;22838616;44258913;68796250;90002509;90353299;89405710;135398081"	"HMDB:(127485);SuperNatural:(SN00143283 SN00332703 SN00307729 SN00333064 SN00272364 SN00021352 SN00371877 SN00166963 SN00255402 SN00341302 SN00161844);ZINC bio:(ZINC15657732);additional;MeSH:(5316673 15558501 22838616);Plantcyc:(CPD1F-461);PubMed;COCONUT:(CNP0076998 CNP0167643 CNP0210041);KNApSAcK:(5140);Natural Products:(UNPD37976 UNPD42671 UNPD173865 UNPD147690 UNPD152260 UNPD47447 UNPD71600 UNPD129585 UNPD190801);PubChem:(5835713 5316673 5318763 11133801 15558499 15558501 11968667 11972391 21550855 22838616 44258913 68796250 90002509 90353299 89405710 135398081);YMDB Mine;CHEBI:(80790 144433);PubChem class - bio and metabolites;KEGG:(C16911);Training Set;Biocyc:(CPD1F-461)"	34380376446	455.094970703125	219.364308	"1714_mapp_batch_00111_sirius_1848"	1848	"CHEBI:182383"	"Kaempferol-3-O-rhamnoside"	"1.95"	"2"	1848
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)OC5C(C(C(C(O5)COC(=O)C)O)O)O"	1211	1	1	1	1	"0.2425987356999497"	-62.5284997326454	1	26.7586844411034	"C29H32O16"	"[M + Na]+"	"KXOPSQZLBRPJGX"	"InChI=1S/C29H32O16/c1-10-25(44-29-23(38)21(36)19(34)17(43-29)9-40-11(2)30)22(37)24(39)28(41-10)45-27-20(35)18-15(33)7-14(32)8-16(18)42-26(27)12-3-5-13(31)6-4-12/h3-8,10,17,19,21-25,28-29,31-34,36-39H,9H2,1-2H3"	"Multiflorin A"	-0.400000006	"5319939;22524391;44258969;46830272;124201487"	"COCONUT:(CNP0234852 CNP0422628);KNApSAcK:(5886);Natural Products:(UNPD95457 UNPD109719 UNPD127750 UNPD169669);PubChem:(5319939 22524391 44258969 46830272 124201487);SuperNatural:(SN00370758 SN00177909 SN00302389 SN00358425);MeSH:(5319939 44258969 124201487);PubMed"	3178582	659.158203125	237.899202	"1456_mapp_batch_00111_sirius_1586"	1586	NA	NA	NA	NA	1586
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC=C(C=C5)O)O)O)O"	1751	1	1	2	2	"0.1638164893140566"	-16.0341198756969	0.103517587939699	42.1118884244942	"C27H30O15"	"[M + H]+"	"MBLYALXOUBKFNE"	"InChI=1S/C27H30O15/c1-9-17(31)20(34)22(36)26(38-9)42-25-19(33)16-13(30)6-12(39-27-23(37)21(35)18(32)15(8-28)41-27)7-14(16)40-24(25)10-2-4-11(29)5-3-10/h2-7,9,15,17-18,20-23,26-32,34-37H,8H2,1H3"	"Kaempferol 3-rhamnoside-7-glucoside"	-0.600000024	"44258934;66728595;90795788;139031072"	"COCONUT:(CNP0101686 CNP0370153);KNApSAcK:(5188);Natural Products:(UNPD22096 UNPD34074);PubChem:(44258934 66728595 90795788 139031072);SuperNatural:(SN00177640 SN00296134);Plantcyc:(CPD-8012);PubMed;Biocyc:(CPD-8012);KEGG Mine"	8593246290	595.165832519531	175.05723	"1420_mapp_batch_00111_sirius_1550"	1550	NA	NA	NA	NA	1550
"CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)COC(=O)C)O)O)O)C5=CC=C(C=C5)O)O)O)O"	2077	1	1	2	2	"0.12140510753828411"	-82.1899213083161	0.992964824120603	11.2856977290664	"C29H32O16"	"[M + H]+"	"JURKWNGNADQQLD"	"InChI=1S/C29H32O16/c1-10-19(33)22(36)24(38)28(41-10)45-27-21(35)18-15(32)7-14(8-16(18)43-26(27)12-3-5-13(31)6-4-12)42-29-25(39)23(37)20(34)17(44-29)9-40-11(2)30/h3-8,10,17,19-20,22-25,28-29,31-34,36-39H,9H2,1-2H3"	"null"	-0.495856404	NA	"COCONUT:(CNP0163647);Natural Products:(UNPD130525)"	2129920	637.174377441406	205.38978	"1491_mapp_batch_00111_sirius_1621"	1621	NA	NA	NA	NA	1621
"CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)C)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O"	679	1	1	2	2	"0.36276565375775194"	-14.165522387582	0.998994974874372	69.5402577448681	"C27H30O15"	"[M + H]+"	"GXLQUHPXGLZNGE"	"InChI=1S/C27H30O15/c1-8-17(31)20(34)22(36)26(38-8)40-11-6-14(30)16-15(7-11)41-24(10-3-4-12(28)13(29)5-10)25(19(16)33)42-27-23(37)21(35)18(32)9(2)39-27/h3-9,17-18,20-23,26-32,34-37H,1-2H3"	"Quercetin 3,7-dirhamnoside"	-0.400000006	"14351556;15953752;11972443;21550893;44259244;90000166;91820463;91820464;134734045;139031037;138911128"	"SuperNatural:(SN00168189 SN00178015 SN00258670 SN00269891 SN00351403 SN00039547);ZINC bio:(ZINC59402085);additional;Plantcyc:(CPDQT-26);COCONUT:(CNP0225867 CNP0419213);KNApSAcK:(5432);Natural Products:(UNPD172587 UNPD1223 UNPD35346 UNPD54587);PubChem:(14351556 15953752 11972443 21550893 44259244 90000166 91820463 91820464 134734045 139031037 138911128);CHEBI:(144435 133245);PubChem class - bio and metabolites;Training Set;Biocyc:(CPDQT-26);KEGG Mine"	8610572338	595.164434814453	202.995294	"1641_mapp_batch_00111_sirius_1775"	1775	NA	NA	NA	NA	1775
"CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)OC4C(C(C(C(O4)C)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O"	536	1	1	2	2	"0.41457370997049237"	-13.8521597880158	1	71.3858769310645	"C27H30O15"	"[M + H]+"	"GXLQUHPXGLZNGE"	"InChI=1S/C27H30O15/c1-8-17(31)20(34)22(36)26(38-8)40-11-6-14(30)16-15(7-11)41-24(10-3-4-12(28)13(29)5-10)25(19(16)33)42-27-23(37)21(35)18(32)9(2)39-27/h3-9,17-18,20-23,26-32,34-37H,1-2H3"	"Quercetin 3,7-dirhamnoside"	-0.400000006	"14351556;15953752;11972443;21550893;44259244;90000166;91820463;91820464;134734045;139031037;138911128"	"SuperNatural:(SN00168189 SN00178015 SN00258670 SN00269891 SN00351403 SN00039547);ZINC bio:(ZINC59402085);additional;Plantcyc:(CPDQT-26);COCONUT:(CNP0225867 CNP0419213);KNApSAcK:(5432);Natural Products:(UNPD172587 UNPD1223 UNPD35346 UNPD54587);PubChem:(14351556 15953752 11972443 21550893 44259244 90000166 91820463 91820464 134734045 139031037 138911128);CHEBI:(144435 133245);PubChem class - bio and metabolites;Training Set;Biocyc:(CPDQT-26);KEGG Mine"	8610572338	595.163940429688	202.995294	"3292_mapp_batch_00111_sirius_3802"	3802	NA	NA	NA	NA	3802
