"feature_id_full","feature_id","feature_mz","feature_rt","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value_minus_log10","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"1373_368.35_8",1373,368.352372019216,7.95805558421053,0.0152160863431341,1.81769703601127,1.66923997583173,0.739191376542846,"Fatty acids","Fatty amides","N-acyl amines","Oleoyl-L-Valinolamide",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC","CCCCCCCCC=CCCCCCCCC(=O)NC(CO)C(C)C",NA,NA,NA,NA,"QGBRLVONZXHAKJ","InChI=1S/C21H42O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h3-20H2,1-2H3","QGBRLVONZXHAKJ-UHFFFAOYSA-N","InChI=1S/C23H45NO2/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23(26)24-22(20-25)21(2)3/h11-12,21-22,25H,4-10,13-20H2,1-3H3,(H,24,26)","FCFWNUVBSVWFHR"
"2209_961.59_11.3",2209,961.585591634492,11.2977023809524,0.0155458604672167,1.80838523464866,0.675462453135401,-0.566052518054188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604_479.26_5.8",2604,479.261558532897,5.82462159411765,0.0159380998541592,1.79756345659381,1.67209404531025,0.741655992686192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744_309.24_11.2",744,309.242391968021,11.17729185,0.0159885490436198,1.79619094656903,0.666640545381433,-0.585019029401616,"Terpenoids","Steroids","Androstane steroids","6alpha-Triol",NA,NA,"CC12CCC3C(C1CCC2O)CC(C4C3(CCC(C4)O)C)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C19H32O3/c1-18-7-5-11(20)9-15(18)16(21)10-12-13-3-4-17(22)19(13,2)8-6-14(12)18/h11-17,20-22H,3-10H2,1-2H3","OFAZPSYXUKIJIK"
"3239_374.18_2.2",3239,374.181077655993,2.20131600526316,0.0163857857739036,1.78553272736139,1.58178671662581,0.661555084254332,"Amino acids and Peptides","Small peptides","Dipeptides","Estatin A",NA,NA,"C1=CC=C(C=C1)CC(C(=O)NCCCCN=C(N)N)NC(=O)C2C(O2)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C18H25N5O5/c19-18(20)22-9-5-4-8-21-15(24)12(10-11-6-2-1-3-7-11)23-16(25)13-14(28-13)17(26)27/h1-3,6-7,12-14H,4-5,8-10H2,(H,21,24)(H,23,25)(H,26,27)(H4,19,20,22)","CDANUSUTFSNLOG"
"1558_365.11_2",1558,365.105476075079,2.036707072,0.0165960034565874,1.77999648338894,0.652394889966683,-0.616182613034679,"Carbohydrates","Saccharides","Disaccharides","Nigerose",NA,NA,"C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2","QIGJYVCQYDKYDW"
"4403_360.15_1.7",4403,360.149897460937,1.712185176,0.0169260963483266,1.77144319132183,0.65149128230066,-0.618182220876381,NA,NA,NA,NA,"C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@]2(CO)[C@H]([C@@H]([C@@H](CO)O2)O)O)O)O)O)O","OC[C@H]1O[C@@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O|OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O",NA,"\"\"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1\"\"",NA,"CZMRCDWAGMRECN-UGDNZRGBSA-N","CZMRCDWAGMRECN","HIWPGCMGAMJNRG|HDTRYLNUVZCQOY|DLRVVLDZNNYCBX|GUBGYTABKSRVRQ|CZMRCDWAGMRECN","InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4+,5-,6+,7+,8+,9+,10-,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4+,5+,6+,7-,8-,9-,10+,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","HIWPGCMGAMJNRG-RTPHMHGBSA-N|HDTRYLNUVZCQOY-LIZSDCNHSA-N|DLRVVLDZNNYCBX-LDGFZSKTSA-N|GUBGYTABKSRVRQ-YOLKTULGSA-N|CZMRCDWAGMRECN-UGDNZRGBSA-N",NA,NA
"1535_170.08_2.7",1535,170.081072692871,2.70637476,0.0175474524713977,1.75578592523361,1.64636321987965,0.719282657576578,"Amino acids and Peptides","Small peptides","Aminoacids","(2S,5S)-5-carboxyethyl proline",NA,"COc1ccc(C(=O)O)cc1|COc1ccccc1C(=O)O|O=C(O)Cc1ccc(O)cc1|O=C(O)Cc1ccccc1O|COC(=O)c1ccccc1O","C1CC(NC1CCC(=O)O)C(=O)O",NA,NA,NA,NA,"ZEYHEAKUIGZSGI|ILUJQPXNXACGAN|XQXPVVBIMDBYFF|CCVYRRGZDBSHFU|OSWPMRLSEDHDFF","InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)|InChI=1S/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)|InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)|InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)|InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3","ZEYHEAKUIGZSGI-UHFFFAOYSA-N|ILUJQPXNXACGAN-UHFFFAOYSA-N|XQXPVVBIMDBYFF-UHFFFAOYSA-N|CCVYRRGZDBSHFU-UHFFFAOYSA-N|OSWPMRLSEDHDFF-UHFFFAOYSA-N","InChI=1S/C8H13NO4/c10-7(11)4-2-5-1-3-6(9-5)8(12)13/h5-6,9H,1-4H2,(H,10,11)(H,12,13)","ZASXUESHZGBSOD"
"2335_308.29_9.6",2335,308.29450922427,9.61440054782609,0.0178557021623456,1.74822306682454,1.6272790375889,0.70246165828072,"Fatty acids","Fatty amides","N-acyl amines","null",NA,"CCCCCCCCCCCCCCCC=CC=CC(N)=O","CCCCCC=CCC=CCCCCCCCC(=O)NCC",NA,NA,NA,NA,"SNIUTNKNNXNVFA","InChI=1S/C20H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h16-19H,2-15H2,1H3,(H2,21,22)","SNIUTNKNNXNVFA-UHFFFAOYSA-N","InChI=1S/C20H37NO/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(22)21-4-2/h8-9,11-12H,3-7,10,13-19H2,1-2H3,(H,21,22)","XCLBZPCBKFADQY"
"1828_504.28_5.1",1828,504.280048571135,5.05670501052631,0.0184395858618382,1.73424883707513,1.65042706949444,0.722839388906785,"Terpenoids","Sesquiterpenoids","Open-chain polyketides","Mycalamide A",NA,NA,"CC1C(OC(CC1=C)(C(C(=O)NC2C3C(C(C(C(O3)CC(CO)O)(C)C)OC)OCO2)O)OC)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C24H41NO10/c1-12-9-24(31-7,35-14(3)13(12)2)19(28)21(29)25-22-18-17(32-11-33-22)20(30-6)23(4,5)16(34-18)8-15(27)10-26/h13-20,22,26-28H,1,8-11H2,2-7H3,(H,25,29)","IJASURGZDJYQGF"
"1484_170.12_2.9",1484,170.117453308105,2.877488504,0.0184575348653873,1.73382630254353,0.652784200804586,-0.615321954392757,"Amino acids and Peptides","Small peptides","Aminoacids","8-amino-7-oxononanoate","OCC(O)C(O)C(O)CO","NCCc1ccc(O)cc1","CC(C(=O)CCCCCC(=O)O)N","InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2",NA,"HEBKCHPVOIAQTA-UHFFFAOYSA-N","HEBKCHPVOIAQTA","DZGWFCGJZKJUFP","InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2","DZGWFCGJZKJUFP-UHFFFAOYSA-N","InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)","GUAHPAJOXVYFON"
"28_289.09_0.6",28,289.09171527365,0.647638563913043,0.0189198972030184,1.72308122756864,0.673290660473755,-0.570698642210126,"Polyketides","Cyclic polyketides","4-pyrone derivatives","maltol beta-D-glucopyranoside",NA,"Cc1occc(=O)c1OC1OC(CO)C(O)C(O)C1O","CC1=C(C(=O)C=CO1)OC2C(C(C(C(O2)CO)O)O)O",NA,NA,NA,NA,"YGSIRXHFAUFUEJ","InChI=1S/C12H16O8/c1-5-11(6(14)2-3-18-5)20-12-10(17)9(16)8(15)7(4-13)19-12/h2-3,7-10,12-13,15-17H,4H2,1H3","YGSIRXHFAUFUEJ-UHFFFAOYSA-N","InChI=1S/C12H16O8/c1-5-11(6(14)2-3-18-5)20-12-10(17)9(16)8(15)7(4-13)19-12/h2-3,7-10,12-13,15-17H,4H2,1H3","YGSIRXHFAUFUEJ"
"962_539.32_8",962,539.318462524777,8.033231256,0.0189493909850405,1.72240474327303,0.638156757718644,-0.648017241736258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4364_175.12_1.4",4364,175.118871779669,1.35668527142857,0.019378008698373,1.71269085348449,1.46341152295939,0.549335523849622,"Amino acids and Peptides","Small peptides","Aminoacids","arginine","C(C[C@@H](C(=O)O)N)CNC(=N)N","NC(N)=NCCCC(N)C(=O)O","C(CC(C(=O)O)N)CN=C(N)N","\"\"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1\"\"",NA,"ODKSFYDXXFIFQN-BYPYZUCNSA-N","ODKSFYDXXFIFQN","ODKSFYDXXFIFQN","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN-UHFFFAOYSA-N","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)","ODKSFYDXXFIFQN"
"871_455.12_0.6",871,455.116448836677,0.607910583636364,0.0195094906763191,1.70975406834774,0.672806563852319,-0.571736314396866,NA,NA,NA,NA,NA,"O=P(O)(O)OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O",NA,NA,NA,NA,NA,"LABSPYBHMPDTEL","InChI=1S/C12H23O14P/c13-1-3-5(14)7(16)9(18)11(24-3)26-12-10(19)8(17)6(15)4(25-12)2-23-27(20,21)22/h3-19H,1-2H2,(H2,20,21,22)/t3-,4-,5+,6+,7+,8+,9-,10-,11-,12-/m1/s1","LABSPYBHMPDTEL-WSWWMNSNSA-N",NA,NA
"2695_153.04_0.8",2695,153.040672302246,0.833668129411765,0.0201845310962501,1.69498133516506,1.59598057582986,0.674443093086279,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids","xanthine","c1[nH]c2c(n1)[nH]c(=O)[nH]c2=O",NA,"C1=NC2=C(N1)C(=O)NC(=O)N2","InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",NA,"LRFVTYWOQMYALW-UHFFFAOYSA-N","LRFVTYWOQMYALW",NA,NA,NA,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)","LRFVTYWOQMYALW"
"2160_310.31_10.1",2160,310.310358886719,10.10758132,0.0203577214704171,1.6912708318461,1.5294582858914,0.613020759685728,"Fatty acids","Fatty amides","N-acyl amines","Oleoyl Ethyl Amide",NA,"CCCCCCCC/C=C/CCCCCCCCCC(N)=O","CCCCCCCCC=CCCCCCCCC(=O)NCC",NA,NA,NA,NA,"LBHQTVBKPMHICN","InChI=1S/C20H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H2,21,22)/b10-9+","LBHQTVBKPMHICN-MDZDMXLPSA-N","InChI=1S/C20H39NO/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(22)21-4-2/h11-12H,3-10,13-19H2,1-2H3,(H,21,22)","JZJYYCFYGXPUMF"
"3514_335.18_5.8",3514,335.182806535339,5.77141178181818,0.0204436562151919,1.68944143084244,1.52425167296362,0.608101129445257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2441_360.15_1.6",2441,360.149844360352,1.5771618,0.020491046544147,1.68843586020587,0.662521244805588,-0.593961377253606,"Alkaloids","Pseudoalkaloids","Phenylalanine-derived alkaloids","Chlorambucil-t-butyl ester",NA,"OC[C@H]1O[C@@H](O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O|OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O","CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl",NA,NA,NA,NA,"HIWPGCMGAMJNRG|HDTRYLNUVZCQOY|DLRVVLDZNNYCBX|GUBGYTABKSRVRQ|CZMRCDWAGMRECN","InChI=1S/C12H22O11/c13-1-3-6(16)8(18)10(11(20)21-3)23-12-9(19)7(17)5(15)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4+,5-,6+,7+,8+,9+,10-,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4+,5+,6+,7-,8-,9-,10+,11-,12-/m1/s1|InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1","HIWPGCMGAMJNRG-RTPHMHGBSA-N|HDTRYLNUVZCQOY-LIZSDCNHSA-N|DLRVVLDZNNYCBX-LDGFZSKTSA-N|GUBGYTABKSRVRQ-YOLKTULGSA-N|CZMRCDWAGMRECN-UGDNZRGBSA-N","InChI=1S/C18H27Cl2NO2/c1-18(2,3)23-17(22)6-4-5-15-7-9-16(10-8-15)21(13-11-19)14-12-20/h7-10H,4-6,11-14H2,1-3H3","SZXDOYFHSIIZCF"
"3964_240.1_4.2",3964,240.10269527443,4.218295995,0.0205303136044839,1.68760441664711,1.62093537928672,0.69682657707329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216_768.56_11.6",1216,768.56162109375,11.56288375,0.0205491386972699,1.68720637655492,0.659415218442453,-0.600740911976571,"Fatty acids","Glycerolipids","Glycosyldiacylglycerols","null",NA,NA,"CCCCCCCCCCCCCCC=CC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC(=O)C(=C)CCCCCCCCC)O)O",NA,NA,NA,NA,"VSXIALWYRJBSSV","nan","nan","InChI=1S/C43H77NO10/c1-4-6-8-10-12-13-14-15-16-17-18-20-22-24-30-37(48)42(52)44-34(32-53-43-41(51)40(50)39(49)38(31-45)54-43)36(47)29-26-25-28-35(46)33(3)27-23-21-19-11-9-7-5-2/h24,26,29-30,34,36-41,43,45,47-51H,3-23,25,27-28,31-32H2,1-2H3,(H,44,52)","MFDPZDJWPLVIDT"
"2214_769.49_11",2214,769.486488038062,11.01490284,0.0207363685782582,1.68326729638044,0.651003517079307,-0.619262757242737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2876_377.14_2.6",2876,377.144716796875,2.626855084,0.020762680584528,1.68271657722457,1.59343423723725,0.672139478752116,"Alkaloids","Pseudoalkaloids","pteridine alkaloids","Hyflavin","CC1=CC2=C(C=C1C)N(C[C@@H]([C@@H]([C@@H](CO)O)O)O)C3=NC(=O)N=C(C3=N2)O","Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O","\"\"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1\"\"",NA,"AUNGANRZJHBGPY-SCRDCRAPSA-N","AUNGANRZJHBGPY","AUNGANRZJHBGPY","InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1","AUNGANRZJHBGPY-SCRDCRAPSA-N","InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)","AUNGANRZJHBGPY"
"526_246.15_5.1",526,246.151472183073,5.14256911428572,0.0209612451738527,1.67858292225744,0.640005336619265,-0.643844159959022,"Amino acids and Peptides","Fatty Acids and Conjugates","Amino fatty acids","null",NA,"CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)c1ccccc1)C2","CC(=O)NCCCCCCCCCS(=O)(=O)C",NA,NA,NA,NA,"XQJMXPAEFMWDOZ","InChI=1S/C15H19NO2/c1-16-12-7-8-13(16)10-14(9-12)18-15(17)11-5-3-2-4-6-11/h2-6,12-14H,7-10H2,1H3/t12-,13+,14-","XQJMXPAEFMWDOZ-BTTYYORXSA-N","InChI=1S/C12H25NO3S/c1-12(14)13-10-8-6-4-3-5-7-9-11-17(2,15)16/h3-11H2,1-2H3,(H,13,14)","IPZVVWAJUDWCPP"
"732_242.25_8.7",732,242.247590943073,8.728136668,0.0212766236637041,1.67209728805744,1.53549776775948,0.618706414987402,"Fatty acids","Fatty amides","Primary amides","Pentadecanamide",NA,"CC(C)CCCCCCCCCCCC(N)=O","CCCCCCCCCCCCCCC(=O)N",NA,NA,NA,NA,"ZMLQVXILYPDTDA","InChI=1S/C15H31NO/c1-14(2)12-10-8-6-4-3-5-7-9-11-13-15(16)17/h14H,3-13H2,1-2H3,(H2,16,17)","ZMLQVXILYPDTDA-UHFFFAOYSA-N","InChI=1S/C15H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H2,16,17)","RQGCQWARLQDMCZ"
"729_363.23_4.7",729,363.23140335083,4.728234875,0.0217567238153848,1.66240650125425,1.61240964579866,0.689218318855007,"Fatty acids","Fatty esters","Wax monoesters","null",NA,NA,"CCCCCC=CC=CC(CCCCCCCC(=O)OC)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H36O3/c1-4-5-6-7-8-10-13-16-19(22-2)17-14-11-9-12-15-18-20(21)23-3/h8,10,13,16,19H,4-7,9,11-12,14-15,17-18H2,1-3H3","TTYSQURQVGCMHK"
"1915_137.05_0.8",1915,137.045918377963,0.804859324545454,0.0220973576224162,1.65565965566392,1.7025611958304,0.76770665452772,"Alkaloids","Pseudoalkaloids","Purine alkaloids","Sarcine","C1=NC2=C(N1)C(=O)NC=N2",NA,"C1=NC2=C(N1)C(=O)N=CN2","InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",NA,"FDGQSTZJBFJUBT-UHFFFAOYSA-N","FDGQSTZJBFJUBT",NA,NA,NA,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)","FDGQSTZJBFJUBT"
"803_275.2_7.3",803,275.20032104574,7.278008372,0.0224457709906414,1.64886547240844,1.55653915389672,0.63834186747344,"Fatty acids","Steroids","Estrane steroids","null",NA,"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O","CCCCCC=CC#CC#CCCCCCCC(=O)O",NA,NA,NA,NA,"NPAGDVCDWIYMMC","InChI=1S/C18H26O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h10,13-17,20H,2-9H2,1H3/t13-,14+,15+,16-,17-,18-/m0/s1","NPAGDVCDWIYMMC-IZPLOLCNSA-N","InChI=1S/C18H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7H,2-5,12-17H2,1H3,(H,19,20)","RJGPWUHEMVYSDA"
"1442_303.14_2.2",1442,303.142217255112,2.185641705,0.0226990512141407,1.64399229527713,1.60893064562405,0.686102138758223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198_587.47_11.2",1198,587.46746673584,11.18003115,0.0227559268542943,1.64290547088016,0.68296110598189,-0.550124674212095,"Fatty acids","Glycerolipids","Diacylglycerols","Diacylglycerol(18:2/14:0)",NA,NA,"CCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCC=CCCCCC",NA,NA,NA,NA,"RFTWGTNWFRSBHI","nan","nan","InChI=1S/C35H64O5/c1-3-5-7-9-11-13-15-16-17-18-20-21-23-25-27-29-34(37)39-32-33(31-36)40-35(38)30-28-26-24-22-19-14-12-10-8-6-4-2/h11,13,16-17,33,36H,3-10,12,14-15,18-32H2,1-2H3","AMBUOMWGQGABQI"
"3192_335.26_10.9",3192,335.257989501953,10.85643956,0.0228410237593726,1.64128443444186,1.56089156840347,0.64237032004483,"Fatty acids","Glycerolipids","Monoacylglycerols","1-Monolinolenin",NA,"CCCCCCCCC/C=C/CCC[C@@H](O)[C@@H](O)[C@@H](N)CO","CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O",NA,NA,NA,NA,"CQKNELOTFUSOTP","InChI=1S/C18H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h10-11,16-18,20-22H,2-9,12-15,19H2,1H3/b11-10+/t16-,17+,18-/m0/s1","CQKNELOTFUSOTP-HMTIOLNVSA-N","InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3","GGJRAQULURVTAJ"
"4341_295.23_7.8",4341,295.226840209961,7.80956924,0.0230857070530453,1.63665681963857,1.47673581215633,0.562411751232649,"Fatty acids","Fatty Acids and Conjugates","Oxo fatty acids","9-Oxo-10,12-odda",NA,"CCCCCCCCC/C=C/C=C/C(=O)CCCC(=O)O","CCCCCC=CC=CC(=O)CCCCCCCC(=O)O",NA,NA,NA,NA,"YVWMHFYOIJMUMN","InChI=1S/C18H30O3/c1-2-3-4-5-6-7-8-9-10-11-12-14-17(19)15-13-16-18(20)21/h10-12,14H,2-9,13,15-16H2,1H3,(H,20,21)/b11-10+,14-12+","YVWMHFYOIJMUMN-CYZWUHAYSA-N","InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)","LUZSWWYKKLTDHU"
"1013_488.36_7.8",1013,488.358471679688,7.845804588,0.0231816015717953,1.63485656277427,0.684781824656588,-0.546283684365865,"Fatty acids","Glycerophospholipids","Monoacylglycerols",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3271_297.29_8.7",3271,297.289811633882,8.74493753809524,0.0236148127502205,1.6268154937404,0.654401381110795,-0.611752301803922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
